"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GYPC",1.45433999188759e-17,0.788485635497591,0.776,0.47,4.87756546479261e-13,"stromal_5_patient1","GYPC"
"SNHG19",1.64233468432595e-17,0.75808408621713,0.612,0.292,5.50806206429238e-13,"stromal_5_patient1","SNHG19"
"TIMM13",1.7887623143279e-17,0.846297314962538,0.716,0.444,5.99915104979293e-13,"stromal_5_patient1","TIMM13"
"XAB2",2.09726115653333e-17,0.696051492754851,0.517,0.223,7.03379446678149e-13,"stromal_5_patient1","XAB2"
"SPSB3",2.34329300157359e-17,0.753247385462999,0.664,0.35,7.85893606867749e-13,"stromal_5_patient1","SPSB3"
"GNB2",3.55457704176295e-17,0.734230815017415,0.862,0.635,1.19213404826646e-12,"stromal_5_patient1","GNB2"
"FBLN5",5.06866020517857e-17,0.813573431584769,0.509,0.222,1.69992725961279e-12,"stromal_5_patient1","FBLN5"
"SCN7A",5.3837885060103e-17,0.606148407289712,0.371,0.12,1.80561498914574e-12,"stromal_5_patient1","SCN7A"
"PLXNB2",5.55757581371301e-17,0.688428280757114,0.914,0.712,1.86389977640307e-12,"stromal_5_patient1","PLXNB2"
"RPL41",5.88958433051638e-17,0.466421055436526,1,0.999,1.97524879276858e-12,"stromal_5_patient1","RPL41"
"WIPF3",6.91823470696589e-17,0.516745161372283,0.371,0.12,2.32023755602222e-12,"stromal_5_patient1","WIPF3"
"FCGRT",1.04934575821878e-16,0.685085811959839,0.931,0.719,3.51929580391415e-12,"stromal_5_patient1","FCGRT"
"HSPB2",1.11760045448117e-16,0.474353293325662,0.345,0.104,3.74820840423894e-12,"stromal_5_patient1","HSPB2"
"NDUFB7",1.13348424550696e-16,0.706581239885595,0.871,0.691,3.80147946258123e-12,"stromal_5_patient1","NDUFB7"
"RPS4X",1.14121373053371e-16,0.440232473856078,1,0.987,3.82740260946394e-12,"stromal_5_patient1","RPS4X"
"RPL24",1.15479969574551e-16,0.534975093320659,1,0.956,3.87296721959128e-12,"stromal_5_patient1","RPL24"
"PBXIP1",1.19531485442675e-16,0.774062530127182,0.707,0.433,4.00884695877643e-12,"stromal_5_patient1","PBXIP1"
"RPS15A",1.20545399668171e-16,0.451192337113769,1,0.975,4.04285161407113e-12,"stromal_5_patient1","RPS15A"
"TCEAL1",1.25854619606782e-16,0.643519541338928,0.44,0.172,4.22091223237225e-12,"stromal_5_patient1","TCEAL1"
"WTIP",1.37366788510124e-16,0.621617361749029,0.491,0.203,4.60700735305253e-12,"stromal_5_patient1","WTIP"
"TSC2",1.45735835413574e-16,0.681849305333949,0.629,0.319,4.88768844810046e-12,"stromal_5_patient1","TSC2"
"SIVA1",1.53438220523816e-16,0.711040597165235,0.733,0.467,5.14601103992774e-12,"stromal_5_patient1","SIVA1"
"PRKAR1B",1.56558111411113e-16,0.59107092586627,0.431,0.164,5.25064594050589e-12,"stromal_5_patient1","PRKAR1B"
"ST13",1.72968307505861e-16,0.698110796006764,0.871,0.649,5.80101109713155e-12,"stromal_5_patient1","ST13"
"RPL34",1.81259780108687e-16,0.456063902261452,1,0.982,6.07909050528513e-12,"stromal_5_patient1","RPL34"
"PDLIM2",2.04239448264807e-16,0.71905481200566,0.612,0.318,6.8497826159051e-12,"stromal_5_patient1","PDLIM2"
"ANXA6",2.19246628397434e-16,0.70045219262643,0.81,0.554,7.35309342319313e-12,"stromal_5_patient1","ANXA6"
"EEF1A1",2.56008220308998e-16,0.29890422979486,1,1,8.58600369272319e-12,"stromal_5_patient1","EEF1A1"
"FAM89B",2.83649496536577e-16,0.706669064495316,0.672,0.376,9.51303681484371e-12,"stromal_5_patient1","FAM89B"
"RPP25",2.90012763802441e-16,0.636579391929003,0.405,0.153,9.72644807240625e-12,"stromal_5_patient1","RPP25"
"SLC38A2",3.35015030893109e-16,0.764778038022371,0.784,0.539,1.12357341060931e-11,"stromal_5_patient1","SLC38A2"
"PER1",3.79995698893521e-16,0.553366024123517,0.414,0.15,1.27442957494909e-11,"stromal_5_patient1","PER1"
"GNG11",4.09273177043252e-16,0.630035803294103,0.733,0.388,1.37262038116766e-11,"stromal_5_patient1","GNG11"
"IFI27L2",4.1610877154835e-16,0.745252291657027,0.75,0.5,1.39554559801885e-11,"stromal_5_patient1","IFI27L2"
"LGALS3BP",4.20461445075302e-16,0.672456732938938,0.94,0.833,1.41014359449355e-11,"stromal_5_patient1","LGALS3BP"
"FMOD",5.17235282494901e-16,0.792733630486475,0.741,0.463,1.7347036904314e-11,"stromal_5_patient1","FMOD"
"RPL32",5.74406395583767e-16,0.46875909238421,1,0.99,1.92644416950884e-11,"stromal_5_patient1","RPL32"
"ECM2",6.34513878836249e-16,0.695837657364838,0.397,0.149,2.12803264684101e-11,"stromal_5_patient1","ECM2"
"PODXL2",7.03362915480148e-16,0.544475646859988,0.319,0.1,2.35893854593732e-11,"stromal_5_patient1","PODXL2"
"MPST",8.31937813534263e-16,0.722686273758638,0.543,0.264,2.79015303903121e-11,"stromal_5_patient1","MPST"
"CNN2",9.19660260858525e-16,0.688201988229579,0.776,0.515,3.08435658286732e-11,"stromal_5_patient1","CNN2"
"SORBS3",9.54597520976048e-16,0.843596618364893,0.698,0.428,3.20152916584947e-11,"stromal_5_patient1","SORBS3"
"RPL12",1.02807402036595e-15,0.416998375704451,1,0.985,3.44795464950332e-11,"stromal_5_patient1","RPL12"
"IGFBP2",1.06409161184778e-15,0.492569796793287,0.991,0.776,3.56875044781507e-11,"stromal_5_patient1","IGFBP2"
"CERS4",1.34678564383637e-15,0.564575158460245,0.448,0.181,4.51684969229841e-11,"stromal_5_patient1","CERS4"
"NDUFA11",1.47535688754546e-15,0.594279207333775,0.897,0.705,4.94805192944995e-11,"stromal_5_patient1","NDUFA11"
"PKD1",1.47968318230446e-15,0.772014341686768,0.629,0.346,4.96256145681269e-11,"stromal_5_patient1","PKD1"
"HS3ST1",1.6190868089685e-15,0.52780858902679,0.31,0.096,5.43009333991854e-11,"stromal_5_patient1","HS3ST1"
"CFH",1.6401804548518e-15,0.715854640849834,0.776,0.461,5.50083720948198e-11,"stromal_5_patient1","CFH"
"TRIM28",2.04795324796673e-15,0.702755674716105,0.81,0.572,6.86842560303081e-11,"stromal_5_patient1","TRIM28"
"MBD3",2.19093744281282e-15,0.62699931947676,0.655,0.357,7.34796599570563e-11,"stromal_5_patient1","MBD3"
"EVA1B",3.06922923048016e-15,0.803949622062685,0.664,0.387,1.02935809931844e-10,"stromal_5_patient1","EVA1B"
"PPP2R3B",3.13940152046026e-15,0.505596916070016,0.319,0.104,1.05289248193196e-10,"stromal_5_patient1","PPP2R3B"
"KAT2A",3.65323046275826e-15,0.593354696024289,0.629,0.329,1.22522043259986e-10,"stromal_5_patient1","KAT2A"
"NENF",3.69696392389278e-15,0.651714966101489,0.888,0.663,1.23988776079516e-10,"stromal_5_patient1","NENF"
"PATZ1",4.02990771845859e-15,0.632474338770746,0.44,0.184,1.35155045061664e-10,"stromal_5_patient1","PATZ1"
"ITM2A",4.49440697249843e-15,0.655233224326413,0.466,0.199,1.50733421043653e-10,"stromal_5_patient1","ITM2A"
"SMOC2",4.63553447523414e-15,0.676894511429199,0.681,0.361,1.55466555230403e-10,"stromal_5_patient1","SMOC2"
"RPL19",4.70993193134375e-15,0.391535149110672,1,0.983,1.57961697113407e-10,"stromal_5_patient1","RPL19"
"RPS6",5.22411352562852e-15,0.423023639994649,1,0.987,1.75206319422529e-10,"stromal_5_patient1","RPS6"
"RPL21",5.26914190228944e-15,0.386098189428484,1,0.985,1.76716481118983e-10,"stromal_5_patient1","RPL21"
"PGLS",5.3500071969791e-15,0.767446259995921,0.707,0.446,1.79428541372285e-10,"stromal_5_patient1","PGLS"
"VLDLR",5.59361620477217e-15,0.535569599900907,0.5,0.208,1.87598700275649e-10,"stromal_5_patient1","VLDLR"
"ABHD14B",6.77026427254056e-15,0.641931419834388,0.612,0.328,2.27061123172465e-10,"stromal_5_patient1","ABHD14B"
"JMJD8",7.80201890740703e-15,0.643701410533267,0.586,0.301,2.61664110116617e-10,"stromal_5_patient1","JMJD8"
"GSTM3",8.72812499240804e-15,0.531183113578978,0.431,0.172,2.92723855995381e-10,"stromal_5_patient1","GSTM3"
"RPL35A",1.00510843191409e-14,0.425303216826577,1,0.978,3.37093265895346e-10,"stromal_5_patient1","RPL35A"
"DIRAS3",1.03784871936941e-14,0.472050478308585,0.31,0.099,3.48073703502114e-10,"stromal_5_patient1","DIRAS3"
"SLC2A4RG",1.07657003772383e-14,0.69440576150118,0.629,0.357,3.61060059251817e-10,"stromal_5_patient1","SLC2A4RG"
"SOD3",1.18476913527582e-14,0.732813469517285,0.526,0.233,3.97347872588803e-10,"stromal_5_patient1","SOD3"
"TCEA2",1.21711813117652e-14,0.63519158935532,0.595,0.306,4.0819707883398e-10,"stromal_5_patient1","TCEA2"
"EHD2",1.25229753991556e-14,0.735168925112849,0.672,0.406,4.19995548936882e-10,"stromal_5_patient1","EHD2"
"ATN1",1.44168515458886e-14,0.628362412135558,0.733,0.43,4.83512367146011e-10,"stromal_5_patient1","ATN1"
"IQCN",1.52241262873303e-14,0.446054492370251,0.31,0.099,5.10586747424484e-10,"stromal_5_patient1","IQCN"
"FAM3A",1.83760097701959e-14,0.688453795143688,0.509,0.249,6.16294615672831e-10,"stromal_5_patient1","FAM3A"
"RPS25",1.92031191998201e-14,0.47344461152288,1,0.975,6.44034211723566e-10,"stromal_5_patient1","RPS25"
"GADD45GIP1",2.01299447648207e-14,0.604279242934704,0.793,0.513,6.75118087522555e-10,"stromal_5_patient1","GADD45GIP1"
"CHPF",2.25615069865387e-14,0.587469487916157,0.81,0.506,7.56667821314535e-10,"stromal_5_patient1","CHPF"
"VPS28",2.35297284627093e-14,0.657993269651102,0.819,0.642,7.89140033182344e-10,"stromal_5_patient1","VPS28"
"ALKAL2",2.51152035873268e-14,0.514275887180592,0.293,0.092,8.42313697911766e-10,"stromal_5_patient1","ALKAL2"
"C1R",3.05018892634745e-14,0.544683207448506,0.991,0.819,1.02297236211841e-09,"stromal_5_patient1","C1R"
"C7orf50",3.21142556833452e-14,0.607525923158132,0.655,0.375,1.07704790710803e-09,"stromal_5_patient1","C7orf50"
"TBC1D17",4.72737493729592e-14,0.616132525269657,0.526,0.255,1.58546700647031e-09,"stromal_5_patient1","TBC1D17"
"IGFBP5",5.20603960932815e-14,0.528922525772471,0.991,0.755,1.74600156417648e-09,"stromal_5_patient1","IGFBP5"
"RPL6",6.23378126653981e-14,0.360531514862173,1,0.974,2.09068556117212e-09,"stromal_5_patient1","RPL6"
"NFIA",6.43957517552822e-14,0.522936212307772,0.56,0.26,2.15970472236865e-09,"stromal_5_patient1","NFIA"
"HCFC1R1",7.22828700855277e-14,0.686272018336753,0.767,0.514,2.42422289692843e-09,"stromal_5_patient1","HCFC1R1"
"ADRA2A",8.75883465499043e-14,0.515070020058174,0.267,0.083,2.93753796659069e-09,"stromal_5_patient1","ADRA2A"
"RABAC1",9.35118766137497e-14,0.63545642695384,0.836,0.665,3.13620131787194e-09,"stromal_5_patient1","RABAC1"
"CDON",1.02688255819587e-13,0.444686258151546,0.388,0.145,3.4439587236773e-09,"stromal_5_patient1","CDON"
"CDKN1C",1.07895336219079e-13,0.590336167252229,0.603,0.317,3.61859378611547e-09,"stromal_5_patient1","CDKN1C"
"ISLR",1.11883005456782e-13,0.590020322932387,0.966,0.729,3.75233223700957e-09,"stromal_5_patient1","ISLR"
"ZFP36L1",1.14566941576675e-13,0.604610926827898,0.957,0.792,3.84234608659852e-09,"stromal_5_patient1","ZFP36L1"
"ABTB1",1.21320118501306e-13,0.634154336283584,0.526,0.267,4.06883413429678e-09,"stromal_5_patient1","ABTB1"
"DCN",1.2668205003216e-13,0.50167022492107,1,0.894,4.24866259397859e-09,"stromal_5_patient1","DCN"
"MORF4L2",1.47093412402531e-13,0.695943841923168,0.819,0.586,4.9332188651561e-09,"stromal_5_patient1","MORF4L2"
"NDUFV1",1.58959941471862e-13,0.682442606301274,0.767,0.563,5.33119851708329e-09,"stromal_5_patient1","NDUFV1"
"EIF3L",1.81758156897452e-13,0.603797760235064,0.853,0.704,6.09580506602675e-09,"stromal_5_patient1","EIF3L"
"CCT2",1.83005143774307e-13,0.681070920056438,0.569,0.326,6.13762651190271e-09,"stromal_5_patient1","CCT2"
"ZNF771",1.89621587332568e-13,0.453769076703788,0.319,0.11,6.35952879595968e-09,"stromal_5_patient1","ZNF771"
"TMEM259",2.16569388774696e-13,0.681027372561719,0.741,0.507,7.26330416072575e-09,"stromal_5_patient1","TMEM259"
"SELENOW",2.41374502332491e-13,0.635907594264668,0.897,0.727,8.09521805922710e-09,"stromal_5_patient1","SELENOW"
"PHPT1",2.63649194901815e-13,0.608588273840991,0.845,0.662,8.84226669861709e-09,"stromal_5_patient1","PHPT1"
"ATP5F1D",2.69242998319862e-13,0.718393348972222,0.793,0.587,9.02987167765153e-09,"stromal_5_patient1","ATP5F1D"
"TNS2",3.17185562292984e-13,0.614415913026654,0.638,0.353,1.06377693881821e-08,"stromal_5_patient1","TNS2"
"ZDHHC1",3.2770937954442e-13,0.485795284360389,0.388,0.154,1.09907171711608e-08,"stromal_5_patient1","ZDHHC1"
"BCL7C",3.74204565551645e-13,0.733802682868296,0.664,0.445,1.25500727194711e-08,"stromal_5_patient1","BCL7C"
"MIIP",4.20508908643286e-13,0.582655582827233,0.466,0.222,1.41030277780785e-08,"stromal_5_patient1","MIIP"
"GSTP1",4.2954389713516e-13,0.471259137444658,0.966,0.903,1.4406043222119e-08,"stromal_5_patient1","GSTP1"
"VAMP2",4.69319992221065e-13,0.603055732343717,0.586,0.32,1.57400538991101e-08,"stromal_5_patient1","VAMP2"
"C1S",5.7368180456744e-13,0.49681783800501,0.983,0.789,1.92401403615828e-08,"stromal_5_patient1","C1S"
"ZNF414",5.77837012502019e-13,0.505974248615549,0.319,0.116,1.93794977252927e-08,"stromal_5_patient1","ZNF414"
"GATA6",6.04182951302339e-13,0.577165512110531,0.448,0.201,2.02630878207778e-08,"stromal_5_patient1","GATA6"
"TMEM132A",6.07096799021419e-13,0.632186304162064,0.414,0.185,2.03608124455803e-08,"stromal_5_patient1","TMEM132A"
"SPSB2",6.86730081340664e-13,0.432212685246543,0.25,0.076,2.30315534680032e-08,"stromal_5_patient1","SPSB2"
"EML3",6.89368275226786e-13,0.547995485685473,0.543,0.282,2.31200332145559e-08,"stromal_5_patient1","EML3"
"SCARF2",7.05189112531231e-13,0.485443826741405,0.284,0.095,2.36506324560724e-08,"stromal_5_patient1","SCARF2"
"PDK4",7.94511308969423e-13,0.472157792241201,0.362,0.136,2.66463202802165e-08,"stromal_5_patient1","PDK4"
"SF3B5",8.19269639238715e-13,0.558542940875728,0.759,0.502,2.7476665160788e-08,"stromal_5_patient1","SF3B5"
"AC126773.2",8.75331860765975e-13,0.410701298412111,0.25,0.075,2.93568799463693e-08,"stromal_5_patient1","AC126773.2"
"RNH1",9.03650150053049e-13,0.594001380372907,0.888,0.641,3.03066187324792e-08,"stromal_5_patient1","RNH1"
"TAF1C",9.2993767870968e-13,0.597712628437988,0.422,0.187,3.11882498685652e-08,"stromal_5_patient1","TAF1C"
"FOSB",9.9235028104013e-13,0.344817743634544,0.69,0.333,3.32814437255239e-08,"stromal_5_patient1","FOSB"
"TBKBP1",1.10184993099949e-12,0.4697699950829,0.302,0.106,3.6953842985861e-08,"stromal_5_patient1","TBKBP1"
"NT5C",1.30858030638859e-12,0.653476097271172,0.552,0.301,4.38871663156606e-08,"stromal_5_patient1","NT5C"
"MAZ",1.34606114927799e-12,0.592017959674254,0.784,0.531,4.51441988244853e-08,"stromal_5_patient1","MAZ"
"DGCR6L",1.42030192712823e-12,0.605850244536785,0.552,0.304,4.76340860320265e-08,"stromal_5_patient1","DGCR6L"
"CENPB",1.53726380761339e-12,0.590410755051404,0.612,0.355,5.15567535797379e-08,"stromal_5_patient1","CENPB"
"TMEM141",1.70544185859466e-12,0.716696155376876,0.526,0.295,5.71971090535477e-08,"stromal_5_patient1","TMEM141"
"MYL6B",1.72580294731928e-12,0.62509261250304,0.603,0.348,5.78799792471941e-08,"stromal_5_patient1","MYL6B"
"COL9A2",1.83304268626992e-12,0.491570334343313,0.328,0.124,6.14765856121204e-08,"stromal_5_patient1","COL9A2"
"CLTB",1.95922401331543e-12,0.653681285812224,0.621,0.379,6.57084549585728e-08,"stromal_5_patient1","CLTB"
"WNT5A",2.00918547458644e-12,0.544422691188455,0.466,0.216,6.73840624466799e-08,"stromal_5_patient1","WNT5A"
"SSBP4",2.01297960417069e-12,0.61506755428899,0.707,0.477,6.75113099646765e-08,"stromal_5_patient1","SSBP4"
"INO80E",2.04967991309865e-12,0.495030318973359,0.526,0.267,6.87421649255026e-08,"stromal_5_patient1","INO80E"
"IMPDH2",2.18959024786826e-12,0.636038041695709,0.776,0.539,7.34344777330057e-08,"stromal_5_patient1","IMPDH2"
"RPL23A",2.27220685879545e-12,0.395764426923143,1,0.975,7.62052736302818e-08,"stromal_5_patient1","RPL23A"
"BTBD2",2.3055979232281e-12,0.59354158502795,0.621,0.354,7.7325143149224e-08,"stromal_5_patient1","BTBD2"
"TCEAL2",2.32867124316063e-12,0.430689384555999,0.284,0.095,7.80989761531211e-08,"stromal_5_patient1","TCEAL2"
"GOLGA8B",2.43323503115589e-12,0.52467213708485,0.56,0.29,8.16058364749063e-08,"stromal_5_patient1","GOLGA8B"
"ROBO3",2.49516770234541e-12,0.599343691928547,0.388,0.167,8.36829344012605e-08,"stromal_5_patient1","ROBO3"
"FXYD6",2.5556911371862e-12,0.632871788525934,0.707,0.458,8.57127693589508e-08,"stromal_5_patient1","FXYD6"
"PRKCSH",2.709744100497e-12,0.56764099399369,0.845,0.612,9.08793976424683e-08,"stromal_5_patient1","PRKCSH"
"NACA",2.71492760534589e-12,0.417011715798364,1,0.931,9.10532420280904e-08,"stromal_5_patient1","NACA"
"MAOB",2.97299149527305e-12,0.499419534375404,0.431,0.188,9.97081887684676e-08,"stromal_5_patient1","MAOB"
"RPS18",3.61307096035004e-12,0.379034924856229,1,0.997,1.2117517386822e-07,"stromal_5_patient1","RPS18"
"TRO",3.61335587148249e-12,0.525893394501628,0.31,0.116,1.2118472921778e-07,"stromal_5_patient1","TRO"
"SYTL4",3.67124985372541e-12,0.470196765041635,0.25,0.078,1.23126377594243e-07,"stromal_5_patient1","SYTL4"
"CTIF",3.90199876036706e-12,0.672817695696299,0.414,0.188,1.3086523442519e-07,"stromal_5_patient1","CTIF"
"P3H3",3.91156084143386e-12,0.544653019732794,0.586,0.318,1.31185927500009e-07,"stromal_5_patient1","P3H3"
"TECR",4.03148830214939e-12,0.589601971208394,0.724,0.478,1.35208054677486e-07,"stromal_5_patient1","TECR"
"NAALADL1",4.14520384459468e-12,0.424075469013394,0.276,0.094,1.39021846540016e-07,"stromal_5_patient1","NAALADL1"
"PABPC1",4.85144782608502e-12,0.462005360874651,1,0.91,1.62707857191239e-07,"stromal_5_patient1","PABPC1"
"HSP90AB1",5.13260135113653e-12,0.455518161986695,0.991,0.906,1.72137184114417e-07,"stromal_5_patient1","HSP90AB1"
"EMID1",5.90429620447215e-12,0.481513583176203,0.302,0.11,1.98018286105587e-07,"stromal_5_patient1","EMID1"
"GSTM5",6.67938044005952e-12,0.522907411809786,0.379,0.156,2.24013061198716e-07,"stromal_5_patient1","GSTM5"
"SNHG8",8.63191766964965e-12,0.628476176830114,0.767,0.575,2.8949725480471e-07,"stromal_5_patient1","SNHG8"
"PPDPF",9.27875124711241e-12,0.637928704662287,0.836,0.66,3.11190759325656e-07,"stromal_5_patient1","PPDPF"
"RCAN2",9.60939830789959e-12,0.445261136137138,0.276,0.095,3.22280000450336e-07,"stromal_5_patient1","RCAN2"
"SNTA1",9.93923143437965e-12,0.510207743377415,0.328,0.127,3.33341943846225e-07,"stromal_5_patient1","SNTA1"
"PNPLA7",1.14984304759268e-11,0.43613513578418,0.267,0.09,3.85634361301633e-07,"stromal_5_patient1","PNPLA7"
"TMEM159",1.16182168582133e-11,0.559054005970015,0.44,0.211,3.89651756990759e-07,"stromal_5_patient1","TMEM159"
"TSPYL2",1.1861415648625e-11,0.5261586967837,0.517,0.259,3.97808158023584e-07,"stromal_5_patient1","TSPYL2"
"HSPG2",1.22007468375804e-11,0.59652632436735,0.793,0.546,4.09188647438771e-07,"stromal_5_patient1","HSPG2"
"CCDC8",1.22723390329771e-11,0.547421513948121,0.422,0.195,4.11589706487986e-07,"stromal_5_patient1","CCDC8"
"WDR13",1.23393284681472e-11,0.596169719519348,0.638,0.407,4.13836398164722e-07,"stromal_5_patient1","WDR13"
"RPS27A",1.24180585606609e-11,0.336039813823507,1,0.986,4.16476848007447e-07,"stromal_5_patient1","RPS27A"
"LGR4",1.31333862302978e-11,0.521410029076982,0.31,0.119,4.40467507391729e-07,"stromal_5_patient1","LGR4"
"BAMBI",1.34293156384079e-11,0.429579498806927,0.353,0.138,4.50392387880925e-07,"stromal_5_patient1","BAMBI"
"DKK3",1.38299832766901e-11,0.503750389738771,0.578,0.296,4.63829979133632e-07,"stromal_5_patient1","DKK3"
"ECHDC2",1.4697846124258e-11,0.50757608963968,0.595,0.323,4.92936363315363e-07,"stromal_5_patient1","ECHDC2"
"ZNF205",1.54375578874969e-11,0.54568805343503,0.267,0.093,5.17744816430871e-07,"stromal_5_patient1","ZNF205"
"PAWR",1.66957486049875e-11,0.601312379284447,0.414,0.187,5.59942016714069e-07,"stromal_5_patient1","PAWR"
"GSDMD",1.78315316606596e-11,0.547437875777044,0.655,0.419,5.980339088352e-07,"stromal_5_patient1","GSDMD"
"SMARCD3",1.84238340114474e-11,0.611768485482502,0.543,0.292,6.17898545075921e-07,"stromal_5_patient1","SMARCD3"
"FNDC4",2.0594894188707e-11,0.466476187765555,0.353,0.142,6.90711561300855e-07,"stromal_5_patient1","FNDC4"
"MUM1",2.14937050326106e-11,0.58309657374439,0.526,0.281,7.20855879383694e-07,"stromal_5_patient1","MUM1"
"SEZ6L2",2.3510725786395e-11,0.552510705965499,0.431,0.197,7.88502721424117e-07,"stromal_5_patient1","SEZ6L2"
"COX5B",2.73171410139961e-11,0.43529809415004,0.931,0.84,9.161622753274e-07,"stromal_5_patient1","COX5B"
"RPS14",2.77660695826813e-11,0.323935825220518,1,0.992,9.31218441663965e-07,"stromal_5_patient1","RPS14"
"EPHX1",2.88963710247308e-11,0.690129620959732,0.629,0.412,9.69126491427422e-07,"stromal_5_patient1","EPHX1"
"ASMTL",2.94210885044057e-11,0.590988098827737,0.44,0.217,9.8672446626076e-07,"stromal_5_patient1","ASMTL"
"VWA1",3.83035434111556e-11,0.606216626390558,0.56,0.308,1.28462423892333e-06,"stromal_5_patient1","VWA1"
"SPTBN1",3.88681282403477e-11,0.530146472262947,0.759,0.52,1.30355928492478e-06,"stromal_5_patient1","SPTBN1"
"MRPL41",4.40630688781643e-11,0.535105251955817,0.716,0.48,1.47778720403588e-06,"stromal_5_patient1","MRPL41"
"H3F3B",4.53696309216593e-11,0.564418394709822,0.974,0.86,1.52160668185061e-06,"stromal_5_patient1","H3F3B"
"GPX4",4.54695618756609e-11,0.508076309463742,0.888,0.824,1.52495816618591e-06,"stromal_5_patient1","GPX4"
