"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PROK1",2.05033703998456e-284,1.38973405430442,0.543,0.016,6.8764203647002e-280,"stromal_5_patient1","PROK1"
"INHA",6.15869893866273e-168,1.13939432742276,0.517,0.029,2.06550445004871e-163,"stromal_5_patient1","INHA"
"WISP2",4.62714788460603e-100,2.57438041255514,0.871,0.195,1.55185285753917e-95,"stromal_5_patient1","WISP2"
"DLK1",2.8989677291054e-99,1.67903497953556,0.802,0.137,9.7225579698737e-95,"stromal_5_patient1","DLK1"
"WFIKKN2",1.76235445467275e-95,0.876724019807823,0.422,0.036,5.91058437008148e-91,"stromal_5_patient1","WFIKKN2"
"TNXB",1.49115198113265e-78,2.48713765818454,0.974,0.377,5.00102551432269e-74,"stromal_5_patient1","TNXB"
"CSDC2",1.35131214945891e-75,1.42615862322344,0.698,0.132,4.53203068685529e-71,"stromal_5_patient1","CSDC2"
"SPRR2F",4.92161871927284e-75,0.900411547505068,0.379,0.036,1.65061248606972e-70,"stromal_5_patient1","SPRR2F"
"NR1D1",6.37916425603237e-70,0.931485634850612,0.517,0.075,2.13944410818814e-65,"stromal_5_patient1","NR1D1"
"RPL18",5.10028401489459e-66,1.63673381777416,1,0.975,1.71053325291535e-61,"stromal_5_patient1","RPL18"
"SLC4A3",1.75783589908644e-64,1.14188165593993,0.595,0.109,5.89543003835611e-60,"stromal_5_patient1","SLC4A3"
"CD24",5.30169899464398e-64,1.8339684320032,0.983,0.421,1.7780838088237e-59,"stromal_5_patient1","CD24"
"AEBP1",2.64257563428464e-62,1.82980508360407,1,0.884,8.86267016226382e-58,"stromal_5_patient1","AEBP1"
"RPS15",4.36016579762769e-61,1.36853712868304,1,0.982,1.46231240520837e-56,"stromal_5_patient1","RPS15"
"RPL18A",4.81061687111294e-60,1.35522691538775,1,0.984,1.61338468623386e-55,"stromal_5_patient1","RPL18A"
"MMP23B",9.25379229323503e-60,1.63918229234534,0.845,0.29,3.10353685930516e-55,"stromal_5_patient1","MMP23B"
"RPS9",1.63931157648418e-58,1.30374537469764,1,0.977,5.49792316521264e-54,"stromal_5_patient1","RPS9"
"PODN",8.71213792298448e-58,1.49964297132061,0.836,0.269,2.92187681661053e-53,"stromal_5_patient1","PODN"
"RARRES2",2.3257335980115e-57,1.51750047745992,1,0.83,7.80004534101097e-53,"stromal_5_patient1","RARRES2"
"SFRP1",4.86645503665396e-57,1.26849332973349,0.655,0.149,1.632111690193e-52,"stromal_5_patient1","SFRP1"
"RPS20",9.81729685165937e-57,1.13172101063926,1,0.968,3.29252501810952e-52,"stromal_5_patient1","RPS20"
"RPS2",1.03044217931514e-55,1.09571160543264,1,0.988,3.45589698098711e-51,"stromal_5_patient1","RPS2"
"COLEC11",3.85850474426118e-53,1.17550583699038,0.629,0.145,1.29406532113031e-48,"stromal_5_patient1","COLEC11"
"LTBP4",1.07259068706817e-52,1.59646409807559,1,0.536,3.59725464628923e-48,"stromal_5_patient1","LTBP4"
"SELENOM",2.2983244625139e-52,1.49841667007957,1,0.664,7.70812058237911e-48,"stromal_5_patient1","SELENOM"
"LAMB2",4.86959800531098e-51,1.60450545522752,0.966,0.619,1.6331657790212e-46,"stromal_5_patient1","LAMB2"
"OBSL1",8.97083790518161e-51,1.47868986530913,0.871,0.352,3.00863961663981e-46,"stromal_5_patient1","OBSL1"
"RPL36",2.34995666724521e-50,1.21739307755161,1,0.987,7.88128467060697e-46,"stromal_5_patient1","RPL36"
"IGFBP4",2.92293027396205e-50,1.49214642015866,1,0.871,9.80292355281391e-46,"stromal_5_patient1","IGFBP4"
"RPL10",4.01771019270016e-49,0.986785734767593,1,0.996,1.34745964442778e-44,"stromal_5_patient1","RPL10"
"SIGLEC11",4.77247334365485e-49,0.912147255083482,0.5,0.093,1.60059210999496e-44,"stromal_5_patient1","SIGLEC11"
"PEG3",8.97129570776471e-49,1.14831542611782,0.81,0.236,3.00879315447013e-44,"stromal_5_patient1","PEG3"
"FAU",9.92460727824427e-48,1.0847261968725,1,0.973,3.32851478897756e-43,"stromal_5_patient1","FAU"
"RPS28",1.08027636092731e-47,0.935881172020001,1,0.995,3.62303085927803e-43,"stromal_5_patient1","RPS28"
"QSOX1",7.25525895971299e-47,1.45704226667572,0.931,0.515,2.43326874990854e-42,"stromal_5_patient1","QSOX1"
"EEF2",1.08865964245896e-46,1.04668923116691,1,0.943,3.65114670887887e-42,"stromal_5_patient1","EEF2"
"ENG",1.89630698841835e-46,1.46003198898454,0.983,0.659,6.35983437775746e-42,"stromal_5_patient1","ENG"
"NDRG2",2.28686842032796e-46,1.27414720698224,0.81,0.283,7.6696993080959e-42,"stromal_5_patient1","NDRG2"
"MYL9",3.01881549180644e-46,1.38130944330371,1,0.847,1.01245033964205e-41,"stromal_5_patient1","MYL9"
"C12orf57",4.12502053152994e-45,1.3129554413281,0.983,0.692,1.38344938586451e-40,"stromal_5_patient1","C12orf57"
"LTBP2",1.88577253189264e-44,1.39724858834593,0.871,0.375,6.32450391746155e-40,"stromal_5_patient1","LTBP2"
"TCF21",2.9801338519507e-44,1.09088316505295,0.707,0.199,9.99477291267225e-40,"stromal_5_patient1","TCF21"
"NBL1",2.10737458753093e-43,1.36262127748545,0.991,0.751,7.06771289166124e-39,"stromal_5_patient1","NBL1"
"RPL15",2.58462715335254e-43,0.847446648759039,1,0.98,8.66832254691376e-39,"stromal_5_patient1","RPL15"
"CLDN11",2.7215568245571e-43,1.21790271226507,0.724,0.231,9.1275572781996e-39,"stromal_5_patient1","CLDN11"
"RPLP1",3.04264030952319e-43,0.796928413763767,1,0.998,1.02044070700789e-38,"stromal_5_patient1","RPLP1"
"NOP53",3.33599167314837e-43,1.26198216706365,0.991,0.812,1.1188248873405e-38,"stromal_5_patient1","NOP53"
"WFS1",1.52349078572105e-42,1.27877370862388,0.759,0.271,5.10948339715127e-38,"stromal_5_patient1","WFS1"
"RPS3",2.39825566052742e-42,1.02259853119826,1,0.977,8.04326983427686e-38,"stromal_5_patient1","RPS3"
"RPS5",2.91935706674765e-42,1.0715833137802,0.991,0.948,9.79093973045827e-38,"stromal_5_patient1","RPS5"
"C1QTNF1",5.62187953745481e-42,1.24134070267452,0.733,0.252,1.88546595927159e-37,"stromal_5_patient1","C1QTNF1"
"FHL2",9.1786991095643e-42,1.21070523254307,0.819,0.3,3.07835210736568e-37,"stromal_5_patient1","FHL2"
"RPL8",1.85238887893638e-40,0.893020602287758,1,0.984,6.21254182217683e-36,"stromal_5_patient1","RPL8"
"RPS8",1.95927151443332e-40,0.880785117994992,1,0.986,6.57100480510645e-36,"stromal_5_patient1","RPS8"
"ECEL1",2.27604790350841e-40,0.894573492297236,0.655,0.17,7.63340945878649e-36,"stromal_5_patient1","ECEL1"
"KLHDC8A",4.80781797847338e-40,1.12395270289723,0.741,0.237,1.6124459936204e-35,"stromal_5_patient1","KLHDC8A"
"RPL3",5.23320053978352e-40,0.904128412100855,1,0.981,1.7551107970326e-35,"stromal_5_patient1","RPL3"
"OGN",7.88487739073121e-40,1.15143634389754,0.612,0.181,2.64443017930343e-35,"stromal_5_patient1","OGN"
"RPS11",1.26545933338016e-39,0.881660873980055,1,0.993,4.24409751229039e-35,"stromal_5_patient1","RPS11"
"C1QTNF4",2.25653329357254e-39,1.05443292918832,0.56,0.147,7.56796135998358e-35,"stromal_5_patient1","C1QTNF4"
"ADIRF",2.30809869669235e-39,1.32246792311263,0.966,0.498,7.74090140896681e-35,"stromal_5_patient1","ADIRF"
"PTMS",2.85333426892764e-39,1.21263216964564,0.991,0.743,9.56951247112953e-35,"stromal_5_patient1","PTMS"
"TCEAL4",3.15088288893918e-39,1.29975176314566,0.931,0.511,1.05674310329242e-34,"stromal_5_patient1","TCEAL4"
"PRELP",8.32593089996246e-39,1.23522046008882,0.853,0.375,2.79235070522941e-34,"stromal_5_patient1","PRELP"
"RPL35",8.96410471498379e-39,0.866531333953271,1,0.986,3.00638143931126e-34,"stromal_5_patient1","RPL35"
"MIR202HG",9.53560383717008e-39,0.575448692221472,0.319,0.048,3.1980508149101e-34,"stromal_5_patient1","MIR202HG"
"COL16A1",1.12440577209348e-38,1.30964566803004,0.966,0.573,3.7710320784471e-34,"stromal_5_patient1","COL16A1"
"LTBP3",1.94034454806479e-38,1.26367662143473,0.966,0.682,6.5075275452997e-34,"stromal_5_patient1","LTBP3"
"WNT2B",4.10861058103668e-38,0.685893286571701,0.31,0.047,1.37794581666808e-33,"stromal_5_patient1","WNT2B"
"LRP3",4.52676136403124e-38,1.24525916069804,0.828,0.359,1.5181852262688e-33,"stromal_5_patient1","LRP3"
"CIRBP",1.43552935892789e-37,1.05450905698684,1,0.793,4.81447836397236e-33,"stromal_5_patient1","CIRBP"
"TAGLN",1.59013958621905e-37,1.25583599656292,1,0.773,5.33301014426146e-33,"stromal_5_patient1","TAGLN"
"CAVIN1",2.20585125129426e-37,1.12848170309218,0.966,0.631,7.39798392659068e-33,"stromal_5_patient1","CAVIN1"
"RPSA",2.76695937675787e-37,0.881751244103716,1,0.961,9.27982835777055e-33,"stromal_5_patient1","RPSA"
"EMILIN1",3.00964468530767e-37,1.075796030345,0.991,0.755,1.00937463455849e-32,"stromal_5_patient1","EMILIN1"
"CCDC85B",3.27732094369568e-37,1.16529635201505,0.853,0.421,1.09914789809666e-32,"stromal_5_patient1","CCDC85B"
"MZT2B",1.10764093859244e-36,1.14774213937557,0.974,0.746,3.71480617985133e-32,"stromal_5_patient1","MZT2B"
"CD320",1.79140334296948e-36,0.90713339174672,0.647,0.203,6.00800853165106e-32,"stromal_5_patient1","CD320"
"AC110285.2",2.75192307466581e-36,0.508981063904148,0.267,0.037,9.22939960781421e-32,"stromal_5_patient1","AC110285.2"
"ARHGAP22",4.07966508510124e-36,0.845189751006677,0.448,0.105,1.36823807624125e-31,"stromal_5_patient1","ARHGAP22"
"VIM",5.03462685948086e-36,0.710609717044543,1,0.993,1.68851315613269e-31,"stromal_5_patient1","VIM"
"COL18A1",5.68302900460264e-36,1.24562134005567,0.974,0.727,1.90597426756363e-31,"stromal_5_patient1","COL18A1"
"GPX3",1.06249664612182e-35,1.30855441690775,0.957,0.613,3.56340125176334e-31,"stromal_5_patient1","GPX3"
"RPL28",1.31668200763529e-35,0.737190334911994,1,0.993,4.41588811720723e-31,"stromal_5_patient1","RPL28"
"PTP4A3",2.42970372496062e-35,1.02072454106648,0.69,0.242,8.14874035277293e-31,"stromal_5_patient1","PTP4A3"
"ID3",2.95363681849229e-35,1.13519724399196,0.897,0.456,9.90590716185945e-31,"stromal_5_patient1","ID3"
"ARX",4.53700717014114e-35,0.827572489012726,0.431,0.095,1.52162146472194e-30,"stromal_5_patient1","ARX"
"VPS51",5.28799850317176e-35,1.26890063201624,0.845,0.447,1.77348893799375e-30,"stromal_5_patient1","VPS51"
"GATA4",1.67370458954498e-34,0.77899674918673,0.388,0.08,5.61327045241596e-30,"stromal_5_patient1","GATA4"
"GLB1L2",1.74065593439389e-34,0.535596174722241,0.276,0.041,5.83781187277022e-30,"stromal_5_patient1","GLB1L2"
"CCND3",2.11404519356613e-34,1.07812680971059,0.707,0.277,7.0900847701821e-30,"stromal_5_patient1","CCND3"
"RBP1",3.08311326705959e-34,1.14738975945403,0.991,0.666,1.03401452750644e-29,"stromal_5_patient1","RBP1"
"RPL13",4.74966618550474e-34,0.77543854668052,1,0.999,1.59294304529458e-29,"stromal_5_patient1","RPL13"
"RPS26",5.01062069058054e-34,0.948759223602965,0.991,0.888,1.6804619672069e-29,"stromal_5_patient1","RPS26"
"RPS10",5.10861118811487e-34,0.850923864500885,0.991,0.953,1.71332602026997e-29,"stromal_5_patient1","RPS10"
"SERPING1",9.73696669582824e-34,0.949597018977363,0.991,0.889,3.26558389044688e-29,"stromal_5_patient1","SERPING1"
"TM7SF2",1.26110939753328e-33,0.773829887325607,0.5,0.13,4.2295086974471e-29,"stromal_5_patient1","TM7SF2"
"LGALS1",6.72508563322935e-33,0.690725262756373,1,0.97,2.25545921967246e-28,"stromal_5_patient1","LGALS1"
"PPP1R14A",4.59602647195428e-32,1.03225322041133,0.724,0.272,1.54141535816403e-27,"stromal_5_patient1","PPP1R14A"
"PALM",2.73973214144091e-31,0.884453337806438,0.664,0.232,9.18851365596453e-27,"stromal_5_patient1","PALM"
"MATN2",5.23142217828479e-31,0.957443981963955,0.603,0.202,1.75451437015315e-26,"stromal_5_patient1","MATN2"
"RPL7",1.28768710410384e-30,0.735595419801741,1,0.958,4.31864500974347e-26,"stromal_5_patient1","RPL7"
"MFGE8",3.20867990303419e-30,1.08205754474598,0.94,0.619,1.07612706587961e-25,"stromal_5_patient1","MFGE8"
"PDGFD",5.68098760736271e-30,0.795103491755664,0.397,0.095,1.90528962375731e-25,"stromal_5_patient1","PDGFD"
"RPLP2",5.98008129314926e-30,0.582632760964755,1,0.993,2.0055996640964e-25,"stromal_5_patient1","RPLP2"
"H1FX",9.21927365950736e-30,0.966241419785296,0.974,0.695,3.09195999992558e-25,"stromal_5_patient1","H1FX"
"NME3",1.68828027550917e-29,1.06213253342088,0.853,0.47,5.66215438800267e-25,"stromal_5_patient1","NME3"
"TSPAN4",2.21826983323192e-29,0.979383163729462,0.888,0.554,7.4396333666932e-25,"stromal_5_patient1","TSPAN4"
"MEG3",2.87322453557882e-29,1.04011053010292,0.897,0.53,9.63622044742425e-25,"stromal_5_patient1","MEG3"
"ATOH8",3.42973105711835e-29,0.648598058435978,0.362,0.078,1.15026320193635e-24,"stromal_5_patient1","ATOH8"
"CALD1",4.14238855711287e-29,1.00017819669338,0.966,0.673,1.38927427428451e-24,"stromal_5_patient1","CALD1"
"RPL7A",5.57663114969165e-29,0.733948861394569,0.991,0.98,1.87029055498359e-24,"stromal_5_patient1","RPL7A"
"MAG",1.7922814249867e-28,0.651338555793803,0.379,0.088,6.01095344312038e-24,"stromal_5_patient1","MAG"
"RPL5",3.11724374271978e-28,0.741185818085808,1,0.956,1.04546120643336e-23,"stromal_5_patient1","RPL5"
"ABLIM1",4.84552397650515e-28,1.01185283398949,0.81,0.384,1.6250918312403e-23,"stromal_5_patient1","ABLIM1"
"PDK2",6.89903809503219e-28,0.778695956848673,0.595,0.209,2.3137993963119e-23,"stromal_5_patient1","PDK2"
"LMOD1",1.47176495725195e-27,0.830446242449544,0.698,0.254,4.93600531363159e-23,"stromal_5_patient1","LMOD1"
"MZT2A",1.79041956262546e-27,0.962341626963876,0.853,0.469,6.00470912913327e-23,"stromal_5_patient1","MZT2A"
"LRP1",2.82691751647447e-27,0.823739080639227,0.983,0.821,9.48091596675209e-23,"stromal_5_patient1","LRP1"
"CTSF",3.79008999350088e-27,1.09123780285791,0.81,0.46,1.27112038202033e-22,"stromal_5_patient1","CTSF"
"RPS21",7.13755338276868e-27,0.643861891869991,1,0.987,2.39379265351296e-22,"stromal_5_patient1","RPS21"
"RPLP0",8.00868435144722e-27,0.613874144809652,1,0.983,2.68595255778837e-22,"stromal_5_patient1","RPLP0"
"SNRNP70",9.20527273862987e-27,0.971394017858187,0.914,0.634,3.08726437108169e-22,"stromal_5_patient1","SNRNP70"
"EEF1D",1.15660165687219e-26,0.845580202171459,0.991,0.865,3.87901063681795e-22,"stromal_5_patient1","EEF1D"
"RPL9",1.33312183495863e-26,0.666306522689114,1,0.982,4.47102401008426e-22,"stromal_5_patient1","RPL9"
"MDK",3.53698847016624e-26,0.839077124170204,1,0.829,1.18623519312435e-21,"stromal_5_patient1","MDK"
"DHRS2",5.0518288989803e-26,0.708524192820371,0.397,0.099,1.69428237614001e-21,"stromal_5_patient1","DHRS2"
"CLSTN2",5.91877459515255e-26,0.700357265977535,0.371,0.091,1.98503862372226e-21,"stromal_5_patient1","CLSTN2"
"CAV1",7.32004548291101e-26,0.936890797656673,0.647,0.266,2.4549968540587e-21,"stromal_5_patient1","CAV1"
"RBPMS",1.09424457377457e-25,0.916765641485806,0.698,0.306,3.66987745152514e-21,"stromal_5_patient1","RBPMS"
"RPS16",1.29226270544968e-25,0.614512443068251,1,0.987,4.33399066153713e-21,"stromal_5_patient1","RPS16"
"RPL13A",3.12501599749178e-25,0.590558757074715,1,0.996,1.04806786523879e-20,"stromal_5_patient1","RPL13A"
"PTCH2",3.49308348862387e-25,0.623705817780026,0.345,0.081,1.17151034041467e-20,"stromal_5_patient1","PTCH2"
"RPL11",4.64321146506936e-25,0.607946723959209,1,0.983,1.55724026115496e-20,"stromal_5_patient1","RPL11"
"SLC25A6",6.88021136692996e-25,0.821087534413806,0.974,0.836,2.30748528824097e-20,"stromal_5_patient1","SLC25A6"
"BST2",9.51334286512228e-25,0.750528501596566,0.991,0.84,3.19058493010471e-20,"stromal_5_patient1","BST2"
"CITED2",1.0842412583542e-24,0.930390727289991,0.741,0.374,3.63632833226832e-20,"stromal_5_patient1","CITED2"
"NECAB3",1.12838872167804e-24,0.824944823667262,0.457,0.145,3.7843900947638e-20,"stromal_5_patient1","NECAB3"
"RPS7",1.14983538225966e-24,0.657262749841689,1,0.95,3.85631790502244e-20,"stromal_5_patient1","RPS7"
"PRDX2",1.75518628197293e-24,0.904519270963994,0.888,0.565,5.88654375248082e-20,"stromal_5_patient1","PRDX2"
"RPL29",3.22378991394812e-24,0.688403067378028,1,0.982,1.08119466133992e-19,"stromal_5_patient1","RPL29"
"PDGFRA",3.40905543304801e-24,0.850934638883748,0.828,0.444,1.14332901113564e-19,"stromal_5_patient1","PDGFRA"
"RHOC",3.73789963876621e-24,0.948245803570774,0.931,0.621,1.25361678084941e-19,"stromal_5_patient1","RHOC"
"RPL30",4.53939865692748e-24,0.608944918565459,1,0.989,1.52242352156034e-19,"stromal_5_patient1","RPL30"
"NUMA1",5.050658366439e-24,0.975598342562877,0.845,0.57,1.69388980293631e-19,"stromal_5_patient1","NUMA1"
"COL6A2",1.06328020097466e-23,0.679681162319113,1,0.902,3.56602913802882e-19,"stromal_5_patient1","COL6A2"
"EFEMP2",1.27344522631482e-23,0.946504079213011,0.862,0.518,4.27088060001465e-19,"stromal_5_patient1","EFEMP2"
"FIS1",2.06392704797824e-23,0.912224020087661,0.888,0.589,6.92199853350941e-19,"stromal_5_patient1","FIS1"
"SYNGR1",3.44889356783908e-23,0.807135901144151,0.526,0.196,1.15668992478187e-18,"stromal_5_patient1","SYNGR1"
"MRPL23",7.96286386407966e-23,0.853528209450953,0.647,0.297,2.67058528273503e-18,"stromal_5_patient1","MRPL23"
"NTRK2",8.52074892675866e-23,0.435260416318569,0.25,0.048,2.85768877505632e-18,"stromal_5_patient1","NTRK2"
"EGR1",9.38830013860263e-23,0.754230302282616,0.966,0.611,3.14864810048455e-18,"stromal_5_patient1","EGR1"
"FOS",1.11954850783437e-22,0.501140174730808,1,0.65,3.75474178557492e-18,"stromal_5_patient1","FOS"
"SAT2",1.1484035454324e-22,0.827866865490809,0.741,0.39,3.85151581067118e-18,"stromal_5_patient1","SAT2"
"NR2F2",1.24853585740632e-22,0.831943994013595,0.828,0.437,4.18733955856933e-18,"stromal_5_patient1","NR2F2"
"HSPB6",1.35031024506176e-22,0.729005432701581,0.724,0.3,4.52867049988813e-18,"stromal_5_patient1","HSPB6"
"MROH6",1.38174684588888e-22,0.571452888440602,0.336,0.086,4.63410257174211e-18,"stromal_5_patient1","MROH6"
"RACK1",1.47039370610489e-22,0.613720352656764,1,0.968,4.93140641153458e-18,"stromal_5_patient1","RACK1"
"NFASC",1.96713121560278e-22,0.591917290535026,0.371,0.098,6.59736467088859e-18,"stromal_5_patient1","NFASC"
"FLNA",2.70650460825719e-22,0.551873081160708,1,0.868,9.07707515517295e-18,"stromal_5_patient1","FLNA"
"LMNA",3.98022031273477e-22,0.771130944645046,0.948,0.726,1.33488628848499e-17,"stromal_5_patient1","LMNA"
"TYRO3",4.89894905340456e-22,0.704072040666955,0.431,0.133,1.64300953353082e-17,"stromal_5_patient1","TYRO3"
"SLC16A9",5.95973336117288e-22,0.463512932538174,0.302,0.069,1.99877537467016e-17,"stromal_5_patient1","SLC16A9"
"SCD5",8.62636714081609e-22,0.830006131593868,0.534,0.206,2.8931110116869e-17,"stromal_5_patient1","SCD5"
"ALKBH7",9.82324269148262e-22,0.868201312586447,0.793,0.474,3.29451913386944e-17,"stromal_5_patient1","ALKBH7"
"RPL4",1.07609003905141e-21,0.583692704459885,1,0.966,3.6089907729706e-17,"stromal_5_patient1","RPL4"
"EPS8",1.25261343415493e-21,0.745447673424377,0.474,0.167,4.20101493546879e-17,"stromal_5_patient1","EPS8"
"RAB34",2.05033362666145e-21,0.827007918209028,0.802,0.475,6.87640891709717e-17,"stromal_5_patient1","RAB34"
"RPS3A",2.08670303617241e-21,0.59600477572508,1,0.967,6.99838464271501e-17,"stromal_5_patient1","RPS3A"
"PRDX5",2.42492996729153e-21,0.762604496483994,0.948,0.754,8.13273012430233e-17,"stromal_5_patient1","PRDX5"
"LDHB",2.74689917057389e-21,0.826122898023931,0.905,0.637,9.21255043827071e-17,"stromal_5_patient1","LDHB"
"CD22",2.98858862644929e-21,0.80453077213413,0.543,0.213,1.00231285353856e-16,"stromal_5_patient1","CD22"
"FXYD1",3.5350691632632e-21,0.679966024321147,0.664,0.272,1.18559149597521e-16,"stromal_5_patient1","FXYD1"
"RNASEH2C",3.85981313099704e-21,0.810335433992834,0.733,0.395,1.29450412787379e-16,"stromal_5_patient1","RNASEH2C"
"ZNF358",6.11460870004609e-21,0.873967414029238,0.741,0.404,2.05071746582146e-16,"stromal_5_patient1","ZNF358"
"GREB1",7.18822426491819e-21,0.550329870997106,0.362,0.102,2.41078665396826e-16,"stromal_5_patient1","GREB1"
"CSRP1",8.69973164376283e-21,0.599908454179501,0.974,0.702,2.91771599868518e-16,"stromal_5_patient1","CSRP1"
"EIF3G",9.84509923734826e-21,0.8609810974315,0.862,0.616,3.30184938222186e-16,"stromal_5_patient1","EIF3G"
"SEMA3B",1.34380873095286e-20,0.821275004584944,0.552,0.227,4.50686572186971e-16,"stromal_5_patient1","SEMA3B"
"PTOV1",1.35533240018256e-20,0.888969194484326,0.81,0.53,4.54551380373227e-16,"stromal_5_patient1","PTOV1"
"RPL31",1.42537453008738e-20,0.578284028694694,1,0.98,4.78042109900704e-16,"stromal_5_patient1","RPL31"
"SNHG7",3.62659097178109e-20,0.863291062743597,0.672,0.337,1.21628608011594e-15,"stromal_5_patient1","SNHG7"
"HNRNPA1",4.17496436820116e-20,0.620801373271096,0.991,0.874,1.40019954980731e-15,"stromal_5_patient1","HNRNPA1"
"UBXN1",6.73533620352738e-20,0.768494864142563,0.776,0.467,2.25889705593901e-15,"stromal_5_patient1","UBXN1"
"MIRLET7BHG",1.02892384456268e-19,0.486831151895297,0.336,0.092,3.45080478989433e-15,"stromal_5_patient1","MIRLET7BHG"
"GPC1",1.16934628024873e-19,0.793203033611804,0.552,0.236,3.92175355469821e-15,"stromal_5_patient1","GPC1"
"CRACR2B",1.25321119327457e-19,0.592477429102471,0.319,0.087,4.20301970000424e-15,"stromal_5_patient1","CRACR2B"
"PHB2",1.43856658449404e-19,0.76085845074966,0.905,0.604,4.8246646110761e-15,"stromal_5_patient1","PHB2"
"NPR1",1.6138168764587e-19,0.620829128015491,0.474,0.161,5.41241904026719e-15,"stromal_5_patient1","NPR1"
"F10",1.82540080061935e-19,0.608224843490693,0.405,0.127,6.12202920511717e-15,"stromal_5_patient1","F10"
"TCEAL3",1.84018819156378e-19,0.747723940233941,0.552,0.233,6.17162315686661e-15,"stromal_5_patient1","TCEAL3"
"APOA1",2.13720245492381e-19,0.720012066865415,0.431,0.143,7.16774959332349e-15,"stromal_5_patient1","APOA1"
"C7",2.77221587228987e-19,0.723697987083671,0.974,0.482,9.29745759248577e-15,"stromal_5_patient1","C7"
"SHF",4.79811212054671e-19,0.56045523257301,0.362,0.107,1.60919084298895e-14,"stromal_5_patient1","SHF"
"BSG",4.82829072405972e-19,0.733879371653575,0.948,0.744,1.61931214303515e-14,"stromal_5_patient1","BSG"
"TMEM8B",5.12386534377722e-19,0.732816906804538,0.483,0.187,1.718441958996e-14,"stromal_5_patient1","TMEM8B"
"NUBP2",5.59568902591353e-19,0.764120704746433,0.603,0.292,1.87668218551088e-14,"stromal_5_patient1","NUBP2"
"RPL37",5.60648271243484e-19,0.457241715391537,1,0.99,1.8803021720964e-14,"stromal_5_patient1","RPL37"
"CLDN5",7.10009108345383e-19,0.846168019275392,0.509,0.193,2.38122854756875e-14,"stromal_5_patient1","CLDN5"
"CD151",7.29854624489236e-19,0.747453465813607,0.914,0.712,2.447786439612e-14,"stromal_5_patient1","CD151"
"ISYNA1",9.14499643334532e-19,0.844802148928669,0.672,0.346,3.06704890381535e-14,"stromal_5_patient1","ISYNA1"
"THBS1",9.31287595015663e-19,0.727233686482641,0.802,0.444,3.12335233616353e-14,"stromal_5_patient1","THBS1"
"FKBP8",1.09823694429411e-18,0.850634984738842,0.759,0.474,3.68326706377358e-14,"stromal_5_patient1","FKBP8"
"CPXM2",1.11640712174695e-18,0.682856996882663,0.509,0.204,3.74420620491491e-14,"stromal_5_patient1","CPXM2"
"UBXN6",1.49790891828461e-18,0.822419109526418,0.819,0.524,5.02368693014292e-14,"stromal_5_patient1","UBXN6"
"JUNB",1.50469977098205e-18,0.506331422204128,1,0.73,5.0464620919196e-14,"stromal_5_patient1","JUNB"
"RPS19",2.06573333084342e-18,0.413360398183833,1,0.994,6.92805644498267e-14,"stromal_5_patient1","RPS19"
"ELOB",2.91172129299863e-18,0.590127005457639,0.966,0.862,9.76533087245881e-14,"stromal_5_patient1","ELOB"
"TPM2",3.03038931522038e-18,0.49626398418,0.94,0.661,1.01633196853861e-13,"stromal_5_patient1","TPM2"
"CYR61",3.39989103333308e-18,0.688278545999346,0.845,0.499,1.14025545475925e-13,"stromal_5_patient1","CYR61"
"ARL6IP4",3.40262002509432e-18,0.768417246357567,0.897,0.685,1.14117070401613e-13,"stromal_5_patient1","ARL6IP4"
"SCAND1",3.69815364491094e-18,0.754509967160481,0.793,0.508,1.24028676943023e-13,"stromal_5_patient1","SCAND1"
"CYB5R3",4.22336890396635e-18,0.807791745152015,0.828,0.609,1.41643346301224e-13,"stromal_5_patient1","CYB5R3"
"CTNNAL1",4.85393653368046e-18,0.627381570472711,0.483,0.182,1.62791323466575e-13,"stromal_5_patient1","CTNNAL1"
"RPS12",5.26760374894085e-18,0.449431281788497,1,0.992,1.76664894531978e-13,"stromal_5_patient1","RPS12"
"RRAD",6.13702823075889e-18,0.533776773817435,0.371,0.114,2.05823652803192e-13,"stromal_5_patient1","RRAD"
"TGFB1I1",6.39493898150665e-18,0.807737743445605,0.681,0.363,2.1447346356177e-13,"stromal_5_patient1","TGFB1I1"
"TIMP2",6.57889803604119e-18,0.588032134035502,1,0.905,2.20643082332749e-13,"stromal_5_patient1","TIMP2"
"CDK4",6.865658643423e-18,0.818069622751509,0.672,0.398,2.30260459583121e-13,"stromal_5_patient1","CDK4"
"MARCKSL1",7.55530860602209e-18,0.802723058416863,0.741,0.422,2.53389940028769e-13,"stromal_5_patient1","MARCKSL1"
"GTPBP6",8.28078614902723e-18,0.774473031956617,0.534,0.24,2.77721005866075e-13,"stromal_5_patient1","GTPBP6"
"RPS27",9.33556178003894e-18,0.499395538863869,1,0.999,3.13096070978946e-13,"stromal_5_patient1","RPS27"
"C2orf40",1.05787670615821e-17,0.462558275633685,0.31,0.084,3.54790689711342e-13,"stromal_5_patient1","C2orf40"
"RPS23",1.06077538453518e-17,0.513581251907017,1,0.975,3.55762848465409e-13,"stromal_5_patient1","RPS23"
"MXRA8",1.13691825938003e-17,0.661307417833432,0.948,0.65,3.81299645830875e-13,"stromal_5_patient1","MXRA8"
"IER2",1.21937006726149e-17,0.691487685860112,0.888,0.576,4.0895233315816e-13,"stromal_5_patient1","IER2"
