"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"A2M",1.33526038479499e-129,0.789805746426993,0.832,0.713,4.47819627852544e-125,"group2","A2M"
"VSIG4",7.88570131569961e-126,0.905089390799359,0.334,0.082,2.64470650725934e-121,"group2","VSIG4"
"CCL2",4.03899715881993e-125,0.96904203704042,0.442,0.176,1.35459886712503e-120,"group2","CCL2"
"RARRES1",8.19504403281434e-125,0.714447247674278,0.484,0.198,2.74845386772527e-120,"group2","RARRES1"
"MYH11",2.04709137061031e-120,2.14868044173696,0.304,0.068,6.86553503875286e-116,"group2","MYH11"
"HLA-C",3.6104847959684e-120,0.90537283416588,0.924,0.935,1.21088439087188e-115,"group2","HLA-C"
"BCL2A1",3.17746659600854e-117,0.907826823554147,0.281,0.052,1.06565874696935e-112,"group2","BCL2A1"
"FTH1",1.30422292772435e-113,1.28595186909974,0.998,0.997,4.37410285500194e-109,"group2","FTH1"
"CHI3L1",3.72352963848471e-113,2.29310464234518,0.416,0.205,1.248797370155e-108,"group2","CHI3L1"
"ITGB2",2.57068140235147e-110,1.33968797797012,0.593,0.416,8.62155128720635e-106,"group2","ITGB2"
"CHIT1",2.59503727644367e-110,2.78667948811356,0.41,0.2,8.70323601773678e-106,"group2","CHIT1"
"MGST1",6.64533130527094e-109,0.542594696054225,0.268,0.044,2.22871121316177e-104,"group2","MGST1"
"HLA-DRB1",1.72163092103892e-107,1.18649316412869,0.837,0.709,5.77400578298031e-103,"group2","HLA-DRB1"
"TYROBP",2.32759929750777e-106,1.58777464325265,0.692,0.564,7.80630252398155e-102,"group2","TYROBP"
"SRGN",3.0250929751457e-105,1.08705933011505,0.598,0.421,1.01455568200436e-100,"group2","SRGN"
"NUPR1",4.84025926419257e-105,1.32136705924706,0.828,0.794,1.6233261520249e-100,"group2","NUPR1"
"DES",7.10531694289967e-104,2.21130925958339,0.317,0.098,2.38298119630969e-99,"group2","DES"
"MALAT1",5.25561855253341e-102,0.862700194863771,0.979,0.944,1.76262935014865e-97,"group2","MALAT1"
"CD68",1.2444290425665e-100,1.49572365459912,0.569,0.402,4.17356612295953e-96,"group2","CD68"
"C15orf48",2.2457355711695e-100,0.907281811054456,0.29,0.078,7.53174795858826e-96,"group2","C15orf48"
"CYP27A1",7.19542835396946e-100,1.30835325511637,0.551,0.379,2.41320276135428e-95,"group2","CYP27A1"
"S100A9",1.28303014286958e-99,1.08171643479558,0.499,0.3,4.30302649315599e-95,"group2","S100A9"
"FGR",1.53283692296935e-97,0.750966969788303,0.285,0.075,5.14082847225459e-93,"group2","FGR"
"CSTB",1.78635295668782e-95,2.13274091839852,0.755,0.719,5.99107054613962e-91,"group2","CSTB"
"FABP5",1.86930640212633e-95,0.995031289654897,0.449,0.242,6.26927981145128e-91,"group2","FABP5"
"MARCO",2.10836339530434e-95,0.710124738014067,0.274,0.065,7.07102915517171e-91,"group2","MARCO"
"IFI6",3.02846657140022e-95,1.40480426472339,0.728,0.689,1.01568711871621e-90,"group2","IFI6"
"CTSL",3.40468009938037e-95,1.06589042771454,0.684,0.579,1.14186161173019e-90,"group2","CTSL"
"LAPTM5",2.74368474270416e-94,1.49828041499364,0.7,0.57,9.20176989008121e-90,"group2","LAPTM5"
"HEXB",3.79751425982194e-94,1.05988123455657,0.564,0.404,1.27361033245908e-89,"group2","HEXB"
"JCHAIN",4.68265252999192e-93,1.59329301577614,0.59,0.422,1.57046800550869e-88,"group2","JCHAIN"
"GCHFR",6.57758448056709e-93,1.29290175372992,0.401,0.209,2.20599028309259e-88,"group2","GCHFR"
"CNN1",1.92110102295183e-91,1.62305036495772,0.291,0.09,6.44298861077586e-87,"group2","CNN1"
"LSP1",9.27616323436738e-91,0.915537245986017,0.528,0.332,3.11103962554213e-86,"group2","LSP1"
"GPNMB",1.61493749103741e-90,1.56142227738222,0.727,0.575,5.41617735744126e-86,"group2","GPNMB"
"SLC11A1",3.25110298713171e-90,0.681304908104468,0.269,0.069,1.09035491982423e-85,"group2","SLC11A1"
"PLBD1",2.58717481580236e-87,0.632086842860936,0.327,0.12,8.67686689723795e-83,"group2","PLBD1"
"FCGR3A",1.95296222893864e-85,0.989163249552739,0.484,0.304,6.54984472341441e-81,"group2","FCGR3A"
"HLA-DQB1",1.20595640659187e-82,1.0902621353187,0.661,0.531,4.0445365964278e-78,"group2","HLA-DQB1"
"GSTO1",2.99683151875845e-82,0.809310313672692,0.601,0.467,1.00507735476121e-77,"group2","GSTO1"
"RAMP1",7.00448982203321e-82,0.807899183789572,0.337,0.13,2.3491657965135e-77,"group2","RAMP1"
"FDX1",5.54030189392605e-80,0.803994367519508,0.356,0.162,1.85810644918492e-75,"group2","FDX1"
"HBB",1.82770466318626e-79,2.0108562895996,0.293,0.101,6.12975589939408e-75,"group2","HBB"
"MSR1",1.89379155746863e-79,0.986145776620894,0.397,0.215,6.3513981254383e-75,"group2","MSR1"
"PSAP",2.93517185785867e-79,1.34828536870218,0.977,0.979,9.8439793768864e-75,"group2","PSAP"
"ALOX5",4.97027373061081e-79,0.639039512962682,0.298,0.105,1.66693040377225e-74,"group2","ALOX5"
"CD9",1.02721851747607e-78,0.865793204230191,0.706,0.614,3.44508546391124e-74,"group2","CD9"
"LGALS3",1.86320417307018e-78,0.94126974384313,0.797,0.786,6.24881415564278e-74,"group2","LGALS3"
"SPP1",1.95206367861846e-78,2.5879549864211,0.541,0.458,6.54683116535058e-74,"group2","SPP1"
"S100A10",2.12515326822729e-78,0.778139080673804,0.812,0.782,7.12733903098068e-74,"group2","S100A10"
"CFL1",1.40474032092333e-77,0.50667636139636,0.897,0.901,4.71121808831267e-73,"group2","CFL1"
"BRI3",6.9704933815581e-76,0.723656781947201,0.768,0.729,2.33776407030696e-71,"group2","BRI3"
"LGALS9",7.65919369785861e-76,0.762786209365794,0.496,0.326,2.56874038238782e-71,"group2","LGALS9"
"TAGLN",1.38713012758721e-75,1.06381153637146,0.817,0.704,4.652157021902e-71,"group2","TAGLN"
"NCF2",5.60912963645384e-75,0.618655711130603,0.263,0.085,1.88118989747389e-70,"group2","NCF2"
"GM2A",8.12087364525273e-75,1.52640022063624,0.596,0.506,2.72357860314486e-70,"group2","GM2A"
"CD74",1.73272289303646e-74,0.589821336933835,0.985,0.962,5.81120603866568e-70,"group2","CD74"
"LITAF",1.84565714726567e-74,0.704899139409084,0.613,0.471,6.18996494049961e-70,"group2","LITAF"
"CCL3",2.69349585577094e-74,0.689580040382525,0.318,0.128,9.03344640108457e-70,"group2","CCL3"
"SLC15A3",2.0086866606927e-73,0.922670484962174,0.513,0.365,6.73673332263118e-69,"group2","SLC15A3"
"MGLL",3.54085509671677e-73,0.664083070290653,0.393,0.203,1.18753198233687e-68,"group2","MGLL"
"SCD",9.79250356854076e-73,1.7830310298032,0.419,0.279,3.2842098468172e-68,"group2","SCD"
"CD44",2.08727756071204e-72,0.730981258922269,0.569,0.41,7.00031148311605e-68,"group2","CD44"
"FCER1G",3.01685475355633e-72,1.09650468655029,0.56,0.434,1.01179274724772e-67,"group2","FCER1G"
"PLAUR",7.07450203313096e-72,1.0400752948682,0.391,0.227,2.37264649187146e-67,"group2","PLAUR"
"OAZ1",8.89504753608882e-72,0.561325698453941,0.888,0.894,2.98322104265347e-67,"group2","OAZ1"
"ASAH1",5.63750786219674e-71,0.938015368132765,0.67,0.588,1.89070738682354e-66,"group2","ASAH1"
"RNASE1",2.04976782025832e-70,0.809090290703759,0.832,0.819,6.87451131558237e-66,"group2","RNASE1"
"ATP6V1F",2.32624192820174e-70,0.808658246577669,0.603,0.495,7.801750178803e-66,"group2","ATP6V1F"
"CEBPB",2.72398282458287e-70,0.838869016669041,0.649,0.566,9.13569359708603e-66,"group2","CEBPB"
"TREM2",8.32510583779289e-70,0.91252874003979,0.361,0.191,2.79207399587898e-65,"group2","TREM2"
"HLA-A",1.1330220884735e-69,0.77197430790995,0.968,0.951,3.79992948032241e-65,"group2","HLA-A"
"CD52",1.55198024056344e-69,1.48933801621798,0.474,0.336,5.20503133080168e-65,"group2","CD52"
"C5AR1",2.30224244434892e-69,0.525955474427526,0.26,0.086,7.7212607098574e-65,"group2","C5AR1"
"LAIR1",5.55962039765596e-69,0.707708804020098,0.364,0.186,1.86458548896586e-64,"group2","LAIR1"
"MX1",5.67571674862957e-69,0.683204002620282,0.493,0.319,1.90352188315539e-64,"group2","MX1"
"C1orf162",9.33543446420932e-69,0.509807305766097,0.301,0.118,3.13091801060652e-64,"group2","C1orf162"
"S100A11",1.28000666708708e-67,0.993197781777116,0.904,0.883,4.29288636007665e-63,"group2","S100A11"
"HAVCR2",1.41208025378569e-67,0.534280181295,0.28,0.104,4.73583475514644e-63,"group2","HAVCR2"
"LIPA",5.1562836630244e-67,1.1646056054963,0.559,0.45,1.72931441490512e-62,"group2","LIPA"
"TIMP1",7.07384685607255e-67,1.02564341940361,0.927,0.959,2.37242675858961e-62,"group2","TIMP1"
"SLC29A1",8.41363929911984e-67,0.502852513376276,0.359,0.165,2.82176634813881e-62,"group2","SLC29A1"
"YBX1",9.02515680288428e-67,0.518123431737783,0.779,0.716,3.02685708855133e-62,"group2","YBX1"
"LYZ",3.62346329165776e-66,2.07167391520677,0.677,0.573,1.21523711875618e-61,"group2","LYZ"
"DBI",9.02964787855008e-66,0.797669696753013,0.573,0.465,3.02836330550812e-61,"group2","DBI"
"CTSD",3.55220287145093e-65,2.02883610718558,0.936,0.941,1.19133779902721e-60,"group2","CTSD"
"CORO1C",4.75984422138963e-65,0.570049591536527,0.374,0.192,1.59635655496966e-60,"group2","CORO1C"
"SH3BGRL3",8.75776867759882e-65,0.84404456854408,0.762,0.714,2.93718045909309e-60,"group2","SH3BGRL3"
"CD53",1.8042507106604e-64,0.757371306627602,0.423,0.258,6.05109603341284e-60,"group2","CD53"
"ALOX5AP",3.43805696222576e-64,0.597056496977944,0.286,0.117,1.15305554399128e-59,"group2","ALOX5AP"
"SPI1",3.67721871211255e-64,0.782955268451806,0.408,0.246,1.23326561166831e-59,"group2","SPI1"
"IGFBP7",4.03335533627854e-64,0.64692727272069,0.935,0.938,1.3527067126811e-59,"group2","IGFBP7"
"LTA4H",1.69818206846343e-63,0.868869667483282,0.5,0.365,5.69536302121265e-59,"group2","LTA4H"
"GRN",1.22298602544043e-61,1.51681638320779,0.827,0.848,4.1016505321221e-57,"group2","GRN"
"FTL",6.625585809999e-61,1.82102603547597,0.999,0.996,2.22208896895746e-56,"group2","FTL"
"RNASET2",1.07762010495583e-60,0.852301969414934,0.585,0.487,3.61412230800087e-56,"group2","RNASET2"
"GLUL",2.55191635520856e-60,0.665151239118263,0.763,0.755,8.55861707209848e-56,"group2","GLUL"
"PPT1",6.07579286550344e-60,0.660095736355773,0.492,0.341,2.03769941123254e-55,"group2","PPT1"
"CD83",1.48841732418701e-59,0.613081289078997,0.312,0.149,4.99185402185838e-55,"group2","CD83"
"OAS1",1.61189860032653e-59,0.547597736656964,0.37,0.197,5.40598552577513e-55,"group2","OAS1"
