"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NPR11",1.92383652371975e-51,0.356668564825916,0.441,0.284,6.45216293325129e-47,"6","NPR1"
"F3",8.846333181921e-51,0.358978147498392,0.286,0.159,2.96688322255267e-46,"6","F3"
"SPRY1",2.8754222581794e-49,0.37925826142845,0.473,0.328,9.64359116948208e-45,"6","SPRY1"
"HES4",3.45537002330254e-49,0.375596954867626,0.346,0.211,1.1588619984152e-44,"6","HES4"
"NDUFA111",3.50693822404043e-49,0.320151201311325,0.824,0.725,1.17615694157868e-44,"6","NDUFA11"
"MZT2B",4.38836990245468e-49,0.326648134024692,0.855,0.772,1.47177149788525e-44,"6","MZT2B"
"TXNIP",6.58415759779952e-49,0.397839885762221,0.853,0.798,2.20819477515e-44,"6","TXNIP"
"SCGB2A11",1.16451231412495e-48,1.31232114683749,0.405,0.289,3.90554139911226e-44,"6","SCGB2A1"
"NSA21",1.4482631207685e-48,0.510181218460596,0.547,0.432,4.85718485443338e-44,"6","NSA2"
"GDF15",2.17652685285226e-48,0.398928290564369,0.274,0.151,7.29963575909589e-44,"6","GDF15"
"RPS171",5.959883323746e-48,0.27592775134806,0.938,0.89,1.99882566911793e-43,"6","RPS17"
"ZFP36L2",1.89515390986505e-47,0.360344449421214,0.782,0.691,6.35596718290541e-43,"6","ZFP36L2"
"TAGLN2",3.79022585224888e-47,0.267715096421071,0.79,0.692,1.27116594632723e-42,"6","TAGLN"
"RPL171",5.94561814899447e-47,0.322938742463629,0.891,0.822,1.99404141480976e-42,"6","RPL17"
"SMIM222",6.16285420174639e-47,0.308018791750149,0.55,0.367,2.0668980421817e-42,"6","SMIM22"
"SELENOW",6.6437616784771e-47,0.357193708208946,0.774,0.682,2.22818479172765e-42,"6","SELENOW"
"CALD12",1.20680036609846e-46,0.409305402328356,0.724,0.609,4.047367067821e-42,"6","CALD1"
"TUBA1A",1.81801823323565e-46,0.354484443056508,0.756,0.635,6.09726955062572e-42,"6","TUBA1A"
"RHOB",3.63665251917055e-46,0.385041155496217,0.588,0.447,1.21966052187942e-41,"6","RHOB"
"MAPRE3",1.49625690027185e-45,0.294281767668592,0.263,0.145,5.01814639213174e-41,"6","MAPRE3"
"TMEM47",3.49390733327566e-45,0.300775621340919,0.281,0.157,1.17178664143399e-40,"6","TMEM47"
"PSD",4.93679457742827e-45,0.3446462439356,0.309,0.182,1.65570216537789e-40,"6","PSD"
"DPCD",6.37280283341539e-44,0.326627944316422,0.298,0.177,2.13731061427085e-39,"6","DPCD"
"ECHDC21",1.0734313788865e-43,0.373717951653669,0.454,0.325,3.60007415850953e-39,"6","ECHDC2"
"EIF4B1",2.03210666181939e-43,0.291250130539775,0.833,0.762,6.81527932240987e-39,"6","EIF4B"
"PDK4",3.95711004107466e-43,0.272100482446809,0.252,0.137,1.32713556557562e-38,"6","PDK4"
"LTC4S",4.84984301857097e-43,0.317805585367327,0.335,0.209,1.62654035156833e-38,"6","LTC4S"
"ZNF703",8.65819044943313e-43,0.369526754047729,0.427,0.297,2.90378391293088e-38,"6","ZNF703"
"FAM229B",2.79694670040848e-42,0.303601430174447,0.261,0.148,9.38039984382996e-38,"6","FAM229B"
"LAMB22",3.03522570919782e-42,0.301126061021459,0.741,0.631,1.01795399835076e-37,"6","LAMB2"
"SPTBN1",8.08580021570811e-42,0.363263274449102,0.652,0.546,2.71181567634419e-37,"6","SPTBN1"
"RBPMS",9.82731371236127e-41,0.387745151047917,0.445,0.321,3.29588447285172e-36,"6","RBPMS"
"RAMP2",1.39685317681829e-40,0.363338499556691,0.275,0.161,4.68476618441319e-36,"6","RAMP2"
"PNRC1",1.08245552962125e-39,0.374326775026364,0.678,0.591,3.63033935524375e-35,"6","PNRC1"
"TMX4",1.42366470043053e-39,0.364931472041547,0.423,0.303,4.77468667230392e-35,"6","TMX4"
"C20orf27",2.14039232741852e-39,0.376023317839097,0.45,0.333,7.17844778769622e-35,"6","C20orf27"
"IMPDH21",2.01458289957274e-38,0.294955289683726,0.735,0.631,6.75650812858705e-34,"6","IMPDH2"
"PPP1R12B",8.68013491169218e-38,0.321338670634061,0.276,0.163,2.91114364668332e-33,"6","PPP1R12B"
"BPTF",1.19735690920101e-37,0.362984955088613,0.438,0.321,4.01569560207836e-33,"6","BPTF"
"ECM11",2.89038722232283e-37,0.357697520780449,0.316,0.201,9.69378066622631e-33,"6","ECM1"
"DNAJB1",3.76830790900458e-37,0.429119027948151,0.51,0.416,1.26381510652196e-32,"6","DNAJB1"
"AKAP9",4.00208077461264e-37,0.384290415528757,0.422,0.311,1.34221785018959e-32,"6","AKAP9"
"CD34",9.98722719381701e-37,0.290056048657621,0.27,0.16,3.34951625626235e-32,"6","CD34"
"SRRM2",1.23455913500361e-36,0.290181901889268,0.764,0.691,4.14046442697512e-32,"6","SRRM2"
"HMGN2",2.22017295490329e-36,0.349573787073597,0.806,0.746,7.44601605615465e-32,"6","HMGN2"
"NFIA",3.6578239754298e-36,0.326497239396112,0.473,0.346,1.22676100487965e-31,"6","NFIA"
"BTG1",6.20723205493464e-36,0.352715268732304,0.542,0.443,2.08178148658398e-31,"6","BTG1"
"PCM1",6.21697139297851e-36,0.315280203540417,0.488,0.372,2.08504786577713e-31,"6","PCM1"
"NPM12",9.0436174924321e-36,0.272638717591079,0.896,0.823,3.03304843461188e-31,"6","NPM1"
"TSC22D11",2.41079967309561e-35,0.260430538103529,0.75,0.633,8.08533994362806e-31,"6","TSC22D1"
"CYP1B1",2.9227726816786e-35,0.312661978406416,0.368,0.245,9.80239501981369e-31,"6","CYP1B1"
"NUMA1",4.38650850872436e-35,0.31015067429072,0.676,0.587,1.47114722365598e-30,"6","NUMA1"
"NES",5.34869320936233e-35,0.313667271839481,0.267,0.162,1.79384472855594e-30,"6","NES"
"SLC22A17",1.12070698324431e-34,0.323446067767567,0.321,0.211,3.75862708040477e-30,"6","SLC22A17"
"SERPINB6",1.21763389734421e-34,0.303056475934316,0.598,0.491,4.083700564913e-30,"6","SERPINB6"
"AKAP122",1.45065666057601e-34,0.331625431914002,0.382,0.261,4.86521230823984e-30,"6","AKAP12"
"RPL36AL1",1.59642816900377e-34,0.252089632325926,0.873,0.784,5.35410079320485e-30,"6","RPL36AL"
"MAN1A2",2.05200838049404e-34,0.38759228322874,0.347,0.239,6.8820257065009e-30,"6","MAN1A2"
"TCTN1",2.57012616993078e-34,0.321879293987552,0.321,0.212,8.61968914871386e-30,"6","TCTN1"
"FAXDC2",3.3160873645968e-34,0.269670171882032,0.273,0.166,1.11214938033848e-29,"6","FAXDC2"
"KIF9",1.05069703515288e-33,0.280350739657956,0.257,0.156,3.52382771649572e-29,"6","KIF9"
"GAMT",1.0959768989514e-33,0.251523896828949,0.28,0.172,3.67568732370321e-29,"6","GAMT"
"RUVBL2",1.10068137236795e-33,0.326741683949347,0.412,0.306,3.69146518664764e-29,"6","RUVBL2"
"PDGFRA2",1.35166113955389e-33,0.300770262777093,0.427,0.303,4.53320112983585e-29,"6","PDGFRA"
"TNS2",2.53801815164688e-33,0.36492599547009,0.434,0.326,8.51200527699332e-29,"6","TNS2"
"FOXP11",3.49135120426263e-33,0.339736568593773,0.39,0.278,1.1709293668856e-28,"6","FOXP1"
"TOB1",3.54325697024372e-33,0.283110723035817,0.41,0.298,1.18833752268034e-28,"6","TOB1"
"LIMS2",1.15997391339102e-32,0.290085133592791,0.325,0.211,3.89032051073079e-28,"6","LIMS2"
"NPDC1",1.23168668708588e-32,0.27929622054254,0.576,0.469,4.13083081114864e-28,"6","NPDC1"
"EPHX1",2.2391959658793e-32,0.282727314648206,0.519,0.408,7.50981543036598e-28,"6","EPHX1"
"CAVIN12",4.65955164991109e-32,0.343113599773428,0.646,0.559,1.56272043234718e-27,"6","CAVIN1"
"TGFB1I11",1.16271520356196e-31,0.301913628585368,0.386,0.274,3.8995142497061e-27,"6","TGFB1I1"
"IFT57",1.42725450397303e-31,0.335198321776137,0.372,0.266,4.78672615542475e-27,"6","IFT57"
"PGRMC1",2.43294311613488e-31,0.290157176716554,0.666,0.565,8.15960462289317e-27,"6","PGRMC1"
"MYADM1",2.84784742022364e-31,0.34465584111849,0.431,0.324,9.55111067794606e-27,"6","MYADM"
"ALKBH7",3.40727986131135e-31,0.28624401105054,0.591,0.502,1.1427335198866e-26,"6","ALKBH7"
"AQP1",3.52394664122437e-31,0.34559783848394,0.379,0.27,1.18186122453383e-26,"6","AQP1"
"GATA6",3.85679190903574e-31,0.300683897665237,0.259,0.162,1.29349087045241e-26,"6","GATA6"
"CROCC",8.66219139656479e-31,0.272560765282797,0.281,0.182,2.9051257505799e-26,"6","CROCC"
"TGFBR3",9.83917036669735e-31,0.256712955408153,0.287,0.183,3.29986095758296e-26,"6","TGFBR3"
"ZDHHC1",1.20453763175916e-30,0.251144360162637,0.281,0.18,4.03977830939387e-26,"6","ZDHHC1"
"METTL7A",1.69434717402091e-30,0.345717914062557,0.488,0.385,5.68250155223133e-26,"6","METTL7A"
"LMNA1",2.49329117309674e-30,0.262990077606797,0.785,0.709,8.36199993633185e-26,"6","LMNA"
"LYPD13",2.93561561456482e-30,0.252975739806981,0.584,0.44,9.84546764812751e-26,"6","LYPD1"
"ZNF516",7.00532668831766e-30,0.287248979757874,0.268,0.173,2.34944646472798e-25,"6","ZNF516"
"NCL",8.32771884710712e-30,0.289886636184307,0.726,0.654,2.79295034694278e-25,"6","NCL"
"HES1",1.14815138030111e-29,0.30393422414054,0.368,0.265,3.85067009925388e-25,"6","HES1"
"SMDT1",1.65705565528623e-29,0.312404123672204,0.502,0.414,5.55743325669895e-25,"6","SMDT1"
"HYI",1.92930603730161e-29,0.296066885591038,0.342,0.24,6.47050658790213e-25,"6","HYI"
"H1FX",2.25417159562802e-29,0.273295873231342,0.758,0.697,7.56004069741727e-25,"6","H1FX"
"TSPYL4",2.8370880504667e-29,0.266265329431616,0.252,0.158,9.51502590365523e-25,"6","TSPYL4"
"CA11",4.19113474664087e-29,0.297462365099895,0.271,0.178,1.40562277132841e-24,"6","CA11"
"CITED4",4.57971782383355e-29,0.264569325733073,0.366,0.259,1.5359457637573e-24,"6","CITED4"
"ID1",6.59393069359741e-29,0.269279332700526,0.402,0.289,2.2114724760187e-24,"6","ID1"
"LAMA2",7.37295890957173e-29,0.284523034889708,0.253,0.16,2.47274295909217e-24,"6","LAMA2"
"SSBP4",1.10554257998143e-28,0.260571606800245,0.618,0.536,3.70776870474173e-24,"6","SSBP4"
"EGFL7",1.1060501898002e-28,0.293319002326543,0.332,0.226,3.70947112655191e-24,"6","EGFL7"
"ABHD14A",1.40607354014297e-28,0.267927550970965,0.265,0.172,4.71568943893148e-24,"6","ABHD14A"
"P4HTM",5.07094397756259e-28,0.279388795202152,0.418,0.321,1.70069319119494e-23,"6","P4HTM"
"TACC1",6.94717895857059e-28,0.314457137037106,0.385,0.285,2.32994487912541e-23,"6","TACC1"
"ETS2",9.40108905155026e-28,0.275114165999568,0.302,0.207,3.15293724610893e-23,"6","ETS2"
"TCF42",1.455903456242e-27,0.315457821102336,0.463,0.36,4.88280901154441e-23,"6","TCF4"
"DYNLL1",2.59233129666603e-27,0.298954152332914,0.835,0.777,8.69416070275853e-23,"6","DYNLL1"
"DDR22",9.46726522707002e-27,0.343736073153613,0.328,0.234,3.17513141185474e-22,"6","DDR2"
"UTRN",1.47467005444364e-26,0.324037289941541,0.401,0.308,4.94574842859308e-22,"6","UTRN"
"NUCB2",1.97755600907049e-26,0.297474258720868,0.34,0.247,6.63232734322062e-22,"6","NUCB2"
"IFT172",3.95339744588526e-26,0.258880683143693,0.314,0.221,1.325890435401e-21,"6","IFT172"
"CYB5R1",5.18820110082627e-26,0.323228064535269,0.398,0.307,1.74001888519512e-21,"6","CYB5R1"
"SNED11",1.24133561178209e-25,0.293331913426075,0.303,0.211,4.16319137479476e-21,"6","SNED1"
"SLC39A6",6.04078921287253e-25,0.311476143332455,0.326,0.239,2.02595988621319e-20,"6","SLC39A6"
"RBMX",7.05812689979538e-25,0.276231648873966,0.596,0.525,2.36715459965337e-20,"6","RBMX"
"GTF2F1",1.10920209212769e-24,0.278759361467282,0.392,0.302,3.72004197657786e-20,"6","GTF2F1"
"RRAS",1.44604767896498e-24,0.276840677332243,0.467,0.383,4.84975470571276e-20,"6","RRAS"
"DMKN1",1.50120801566319e-24,0.421399139423626,0.604,0.529,5.03475144293121e-20,"6","DMKN"
"FBXO211",3.6869884426512e-24,0.308681253010052,0.462,0.376,1.23654218389636e-19,"6","FBXO21"
"CFAP298",1.16667547592003e-23,0.315992617154455,0.329,0.246,3.91279621114059e-19,"6","CFAP298"
"SELENBP1",1.28372994069972e-23,0.284828089068641,0.465,0.376,4.30537347511871e-19,"6","SELENBP1"
"PLEKHA5",1.47234368056212e-23,0.268831396826258,0.255,0.172,4.93794623586924e-19,"6","PLEKHA5"
"TRIOBP",4.05175717527052e-23,0.309260310074554,0.419,0.342,1.35887832144223e-18,"6","TRIOBP"
"MAPK3",4.97134987893633e-23,0.270232344329677,0.446,0.36,1.66729132239767e-18,"6","MAPK3"
"PHIP",1.22034546131171e-22,0.258522640608502,0.378,0.288,4.09279460814721e-18,"6","PHIP"
"MPHOSPH8",1.2258096037392e-22,0.308506767207647,0.328,0.243,4.11112024902051e-18,"6","MPHOSPH8"
"ANKRD12",2.06613369960252e-22,0.292340379086918,0.295,0.21,6.92939920172694e-18,"6","ANKRD12"
"ATP5IF1",2.74209245562763e-22,0.251408725489584,0.653,0.591,9.19642967768395e-18,"6","ATP5IF1"
"MZT2A",3.81380436522579e-22,0.315576285281242,0.572,0.512,1.27907370800943e-17,"6","MZT2A"
"PDGFRB1",5.19731194414777e-22,0.31058018011828,0.416,0.329,1.74307447982828e-17,"6","PDGFRB"
"CDKN1C",5.33324505900726e-22,0.253462507497233,0.462,0.364,1.78866372788985e-17,"6","CDKN1C"
"VAMP51",6.75317549571944e-22,0.334218696616712,0.394,0.316,2.26487999775438e-17,"6","VAMP5"
"CD2481",6.94693821959489e-22,0.300165789899472,0.316,0.23,2.32986414008773e-17,"6","CD248"
"SERPINF13",1.54473457596533e-21,0.279413645750249,0.613,0.534,5.18073082087253e-17,"6","SERPINF1"
"SSBP3",1.92283685248038e-21,0.258468530829463,0.402,0.315,6.44881023584869e-17,"6","SSBP3"
"ADGRE5",2.04076291033563e-21,0.302119462422291,0.412,0.333,6.84431064868363e-17,"6","ADGRE5"
"EMD",2.51855977901365e-21,0.261721162189249,0.401,0.322,8.44674578685599e-17,"6","EMD"
"APCDD11",3.50089221917955e-21,0.281511143797232,0.31,0.228,1.17412923246844e-16,"6","APCDD1"
"ATXN7L3B",5.0448443439483e-21,0.266216488388583,0.428,0.35,1.69193989607338e-16,"6","ATXN7L3B"
"KMT2E",5.35525971006213e-20,0.262719195865077,0.382,0.301,1.79604700156064e-15,"6","KMT2E"
"BIN1",1.2352864996573e-19,0.262316565615061,0.312,0.235,4.14290386255064e-15,"6","BIN1"
"ZCCHC242",2.35515235830706e-19,0.305427521054439,0.298,0.223,7.89870997929022e-15,"6","ZCCHC24"
"PRRX12",4.82621045214065e-19,0.282116744893067,0.331,0.249,1.61861446143893e-14,"6","PRRX1"
"APOBEC3C",8.30256972065979e-19,0.268529817256385,0.321,0.247,2.78451583291488e-14,"6","APOBEC3C"
"THRA",9.62616904474324e-19,0.252310890853797,0.324,0.247,3.22842457422599e-14,"6","THRA"
"ATRX",1.14610683904852e-18,0.281885039465646,0.405,0.331,3.84381311680093e-14,"6","ATRX"
"CFAP36",4.78015703939539e-18,0.260589654801558,0.361,0.289,1.60316906787243e-13,"6","CFAP36"
"GYPC2",5.68535508172807e-18,0.255097008920904,0.442,0.367,1.90675438730996e-13,"6","GYPC"
"PPIG",9.82415301049845e-18,0.279646187302777,0.354,0.281,3.29482443666097e-13,"6","PPIG"
"VAMP2",3.54702014041695e-17,0.283567429056995,0.352,0.287,1.18959961469304e-12,"6","VAMP2"
"ADH5",1.21790074323475e-15,0.25194011103833,0.499,0.448,4.0845955126607e-11,"6","ADH5"
"PYCR2",5.21764345305488e-11,0.252032999245428,0.41,0.37,1.74989326128555e-06,"6","PYCR2"
"DPY301",1.46878386726765e-07,0.270192913420428,0.401,0.377,0.00492600733404223,"6","DPY30"
"DEFB13",0.000121111121637432,0.312389646205309,0.287,0.268,1,"6","DEFB1"
"MYH111",0,2.6712987538184,0.854,0.177,0,"7","MYH11"
"DES1",0,2.58311627102851,0.731,0.2,0,"7","DES"
"ACTA22",0,2.53019604021866,0.974,0.571,0,"7","ACTA2"
"TAGLN3",0,2.52857409685657,0.981,0.688,0,"7","TAGLN"
"C11orf962",0,2.38674485904301,0.904,0.351,0,"7","C11orf96"
"CNN11",0,2.3417586364181,0.75,0.172,0,"7","CNN1"
"ACTG2",0,2.09705721914004,0.668,0.093,0,"7","ACTG2"
"TPM22",0,2.09655072553106,0.956,0.609,0,"7","TPM2"
"FLNA1",0,1.98463343056139,0.984,0.829,0,"7","FLNA"
"MYL91",0,1.96617582856002,0.989,0.835,0,"7","MYL9"
"MYLK2",0,1.81207079566186,0.831,0.318,0,"7","MYLK"
"ADH1B1",0,1.79986840392663,0.626,0.103,0,"7","ADH1B"
"MCAM",0,1.73668270265993,0.778,0.224,0,"7","MCAM"
"CARMN2",0,1.72198565425937,0.759,0.194,0,"7","CARMN"
"ZCCHC12",0,1.65970368065171,0.491,0.057,0,"7","ZCCHC12"
"LMOD12",0,1.56495648997988,0.726,0.171,0,"7","LMOD1"
"CCDC3",0,1.56018570810183,0.76,0.225,0,"7","CCDC3"
"SPARCL13",0,1.55060433897515,0.965,0.536,0,"7","SPARCL1"
"CLDN5",0,1.53058289227113,0.603,0.145,0,"7","CLDN5"
"FHL11",0,1.49306261896577,0.687,0.179,0,"7","FHL1"
"PPP1R14A1",0,1.37387598645286,0.708,0.225,0,"7","PPP1R14A"
"LIMS21",0,1.26990199157392,0.68,0.199,0,"7","LIMS2"
"RERGL",0,1.23036328684908,0.314,0.019,0,"7","RERGL"
"PLAC91",0,1.05186698277371,0.52,0.103,0,"7","PLAC9"
"AOC3",0,0.965519997714326,0.449,0.053,0,"7","AOC3"
"PLN",0,0.954066162288339,0.375,0.021,0,"7","PLN"
"LGI4",0,0.868987932398573,0.434,0.069,0,"7","LGI4"
"CAV11",4.66806517660952e-303,1.25242236883598,0.666,0.197,1.5655756989313e-298,"7","CAV1"
"MRGPRF1",2.51061427347096e-301,1.28852864452828,0.667,0.205,8.42009815036692e-297,"7","MRGPRF"
"COX7A11",2.54846240701472e-297,1.15686742392911,0.674,0.206,8.54703322064595e-293,"7","COX7A1"
"ADIRF2",3.42481823110929e-295,1.76305410272143,0.939,0.597,1.14861553834943e-290,"7","ADIRF"
"SYNPO22",1.02688895359938e-291,1.1575921702074,0.683,0.208,3.44398017258159e-287,"7","SYNPO2"
"CAVIN13",2.4936739156105e-291,1.35719964132252,0.931,0.549,8.3632835781745e-287,"7","CAVIN1"
"SOD31",2.18425909993382e-289,1.31498501703217,0.749,0.267,7.32556816935805e-285,"7","SOD3"
"CSRP12",9.49822078578015e-282,1.63369409334196,0.96,0.736,3.18551328713495e-277,"7","CSRP1"
"TGFB1I12",6.76539095569385e-281,1.26932280638315,0.722,0.263,2.2689768187206e-276,"7","TGFB1I1"
"CCL211",5.81010858393416e-274,1.28699352529347,0.469,0.097,1.94859421687984e-269,"7","CCL21"
"KLF22",1.03131894464455e-272,1.43492763293882,0.76,0.299,3.4588374765489e-268,"7","KLF2"
"PPP1R12B1",1.14590987965549e-270,1.06786203333701,0.57,0.154,3.84315255438858e-266,"7","PPP1R12B"
"AQP11",1.48279482566486e-270,1.35429632286826,0.718,0.259,4.97299728631481e-266,"7","AQP1"
"LTBP42",1.09530442119461e-269,1.4849861899696,0.904,0.516,3.6734319678025e-265,"7","LTBP4"
"PDE5A",3.53297333266459e-259,0.839227859222473,0.441,0.091,1.18488859630905e-254,"7","PDE5A"
"JPH2",1.13368363470936e-256,0.624084024729051,0.267,0.033,3.80214817408826e-252,"7","JPH2"
"IGFBP53",1.83817243706365e-253,1.42764352715165,0.959,0.683,6.16486271942407e-249,"7","IGFBP5"
"ID33",9.40133643099556e-251,1.23326449077663,0.799,0.357,3.15302021222729e-246,"7","ID3"
"TINAGL1",8.22954350805605e-250,1.12010196739554,0.567,0.167,2.76002430173184e-245,"7","TINAGL1"
"EGFL71",9.47906973388895e-250,1.19068680103608,0.646,0.216,3.17909040735168e-245,"7","EGFL7"
"TIMP31",1.10566488922682e-241,1.36946603941689,0.812,0.388,3.70817890548889e-237,"7","TIMP3"
"CALD13",7.64798565909442e-241,1.24879860559303,0.921,0.605,2.56498143034708e-236,"7","CALD1"
"GFRA1",3.78067108981129e-238,0.670214644493973,0.3,0.045,1.26796147010091e-233,"7","GFRA1"
"CAVIN21",3.09170980446828e-235,0.895997341455822,0.465,0.107,1.03689763422257e-230,"7","CAVIN2"
"DPT1",2.9942658959114e-234,1.13635047348232,0.538,0.151,1.00421689617077e-229,"7","DPT"
"MGP1",4.38165657923916e-233,1.26073932594197,0.942,0.626,1.46951998354523e-228,"7","MGP"
"SMTN",1.222863575214e-230,1.30403407868462,0.685,0.271,4.10123985855271e-226,"7","SMTN"
"KCNMB1",3.27956431804833e-229,0.575613341556995,0.273,0.039,1.09990028098705e-224,"7","KCNMB1"
"LAMA41",7.88842843115368e-226,1.09776255279488,0.637,0.23,2.64562112724032e-221,"7","LAMA4"
"RAMP21",9.18079170865344e-221,1.00699444455367,0.527,0.154,3.07905392324819e-216,"7","RAMP2"
"GRIA2",3.54477134021029e-220,0.752682851478273,0.313,0.054,1.18884541207973e-215,"7","GRIA2"
"FXYD11",8.22121178964629e-220,1.1279759187954,0.682,0.26,2.75723001001157e-215,"7","FXYD1"
"PTGIS3",1.06808971381857e-219,1.20337596677713,0.68,0.262,3.58215928220472e-215,"7","PTGIS"
"ITGA7",1.92381335834952e-219,1.02082614442911,0.544,0.171,6.45208524123262e-215,"7","ITGA7"
"GSN",1.45848844568048e-209,1.23978645786835,0.955,0.766,4.89147854912318e-205,"7","GSN"
"TNXB3",2.74042829638059e-208,0.911066168359184,0.763,0.31,9.19084842040123e-204,"7","TNXB"
"ESAM",2.07539135413176e-205,0.789367577198652,0.398,0.092,6.96044752348708e-201,"7","ESAM"
"SELENOM",2.56376794990096e-204,1.19333072535093,0.929,0.611,8.59836495037783e-200,"7","SELENOM"
"C72",1.71884722724549e-203,1.10047280490701,0.855,0.417,5.76466983073592e-199,"7","C7"
"TPM1",1.8725220085282e-201,1.26227781825665,0.857,0.551,6.28006431220188e-197,"7","TPM1"
"SELENOW1",1.44244552363154e-200,0.998873650100469,0.935,0.679,4.83767379715546e-196,"7","SELENOW"
"RAMP11",2.39748535392182e-197,1.24335076827438,0.643,0.265,8.04068637998301e-193,"7","RAMP1"
"TNS1",9.54328676989208e-197,1.16136126137066,0.76,0.393,3.20062751688641e-192,"7","TNS1"
"DACT3",1.92726498450083e-196,0.599513425185365,0.333,0.067,6.46366130501887e-192,"7","DACT3"
"APOD",2.15949310759205e-196,1.04899915763538,0.538,0.177,7.24250798424222e-192,"7","APOD"
"IGFBP32",6.11702974491814e-196,1.16875401274579,0.868,0.501,2.05152943585065e-191,"7","IGFBP3"
"CACNA1H",2.99080413367524e-195,0.80027430028119,0.435,0.114,1.003055890352e-190,"7","CACNA1H"
"DUSP12",1.16750794899548e-194,1.45582322882745,0.855,0.552,3.91558815934104e-190,"7","DUSP1"
"CSPG4",3.44428596040073e-194,0.751805962756808,0.327,0.067,1.1551446253992e-189,"7","CSPG4"
"RHOB1",5.63951416020859e-193,1.30584365709713,0.78,0.444,1.89138025905076e-188,"7","RHOB"
"DSTN",3.3943618280771e-192,1.14761408916247,0.911,0.687,1.1384010699005e-187,"7","DSTN"
"ECSCR",5.46739139591448e-191,0.581934648473409,0.314,0.061,1.8336537263618e-186,"7","ECSCR"
"DCN3",7.14782579270467e-190,1.1004102255032,0.981,0.724,2.39723781435729e-185,"7","DCN"
"LGALS13",6.91762257475052e-188,0.848435003748689,0.993,0.89,2.32003225911983e-183,"7","LGALS1"
"NR4A12",2.25449944712608e-187,1.293120193683,0.82,0.424,7.56114024577146e-183,"7","NR4A1"
"NOTCH3",5.79739452570922e-185,1.38997007294594,0.745,0.398,1.94433017603236e-180,"7","NOTCH3"
"PGM51",9.33037121904087e-185,0.984762095046308,0.506,0.162,3.12921989944193e-180,"7","PGM5"
"SPEG",1.97122624752237e-183,1.02765478309897,0.545,0.198,6.61109858894052e-179,"7","SPEG"
"RASGRP2",3.44331672581246e-183,0.546375226860646,0.27,0.048,1.15481956350298e-178,"7","RASGRP2"
"RPS112",1.02200037300926e-182,0.646569007085147,1,0.992,3.42758485099844e-178,"7","RPS11"
"IGFBP62",3.56891160105198e-182,1.12225990237776,0.81,0.427,1.19694157276081e-177,"7","IGFBP6"
"EPAS1",1.11514686924513e-179,1.12157982196831,0.622,0.263,3.73997957007432e-175,"7","EPAS1"
"INMT",2.11470800664875e-179,0.792682744399841,0.423,0.113,7.09230771269857e-175,"7","INMT"
"EHD22",4.98152068796744e-179,1.03212672169831,0.69,0.317,1.67070240833052e-174,"7","EHD2"
"PRELP2",2.82538204676683e-178,0.981169009053504,0.647,0.265,9.4757663084466e-174,"7","PRELP"
"GNG113",6.64045536443136e-178,0.986267732048026,0.684,0.3,2.22707592012299e-173,"7","GNG11"
"IL33",9.42438025760973e-178,0.646456283515191,0.332,0.072,3.16074865079715e-173,"7","IL33"
"MALAT13",5.52394733967044e-176,0.994589270056609,0.993,0.959,1.85262145877867e-171,"7","MALAT1"
"TXNIP1",9.01211092927933e-174,1.07210145762118,0.951,0.795,3.0224817634617e-169,"7","TXNIP"
"MFAP41",7.97407678086087e-173,1.02605870747776,0.797,0.412,2.67434587076512e-168,"7","MFAP4"
"RRAD1",2.63426788027356e-168,0.81334130090415,0.435,0.126,8.83480761686147e-164,"7","RRAD"
"PDLIM3",4.03309592820152e-168,0.848381275377141,0.471,0.149,1.35261971240023e-163,"7","PDLIM3"
"IGFBP71",1.24462750507582e-167,1.10146342803312,0.995,0.893,4.17423172652328e-163,"7","IGFBP7"
"CLEC14A",5.20766883064648e-166,0.749857475994125,0.292,0.061,1.74654797242222e-161,"7","CLEC14A"
"MYL6",1.97831062410482e-164,0.664328229452876,0.998,0.975,6.63485817112275e-160,"7","MYL6"
"LAMB23",9.63049953536062e-164,0.919357932667041,0.899,0.629,3.22987693416924e-159,"7","LAMB2"
"RASL12",1.47799498499132e-163,0.615544634345016,0.314,0.07,4.95689958066388e-159,"7","RASL12"
"IGFBP43",3.57113658810318e-163,0.815968226187206,0.973,0.761,1.19768778891804e-158,"7","IGFBP4"
"DIO3OS",5.89357156506262e-162,0.636159370712001,0.366,0.092,1.9765860314907e-157,"7","DIO3OS"
"A2M1",2.01145726869285e-161,1.22951037882019,0.929,0.666,6.74602538774209e-157,"7","A2M"
"MFGE8",2.62690390068056e-159,0.972209761860106,0.916,0.7,8.81011030210246e-155,"7","MFGE8"
"PTPRB",3.42683449306528e-158,0.592734658892753,0.284,0.059,1.14929175228423e-153,"7","PTPRB"
"NOP532",1.10322572276266e-157,0.845308278865084,0.948,0.777,3.69999842900141e-153,"7","NOP53"
"SMOC23",2.90812819638474e-157,0.871685175389962,0.635,0.268,9.75328034503515e-153,"7","SMOC2"
"RBPMS1",1.08161460815293e-155,0.945636722136052,0.661,0.316,3.62751907282329e-151,"7","RBPMS"
"ARHGEF25",6.34420724494677e-155,0.655496232600134,0.36,0.095,2.12772022581025e-150,"7","ARHGEF25"
"COL6A22",4.30268678264861e-154,0.721624580290813,0.98,0.771,1.44303509316469e-149,"7","COL6A2"
